band,date,patch,total.bright,avg.bright,hue,chrom,unique.id
NB178,71913,t,26376.1182,13.20787091,665.74,0.505600058,NB178.71913
NB178,71913,v,41057.0064,20.55934221,610.1133333,0.46624592,NB178.71913
NB179,72013,b,63385.40507,31.740313,649.8,0.371930473,NB179.72013
NB179,72013,r,93058.505,46.59915123,632.44,0.353646867,NB179.72013
NB179,72013,t,17139.4829,8.582615373,669.09,0.497814504,NB179.72013
NB179,72013,v,52677.89033,26.37851294,652.1166667,0.443377773,NB179.72013
NB180,72013,b,151064.853,75.64589534,626.48,0.292156737,NB180.72013
NB180,72013,r,117211.138,58.69360941,626.7933333,0.330769461,NB180.72013
NB180,72013,t,41540.1421,20.80127296,663.43,0.484565865,NB180.72013
NB180,72013,v,79281.85467,39.70047805,626.7933333,0.38371621,NB180.72013
NB181,72013,b,81268.12,40.69510265,643.02,0.340807941,NB181.72013
NB181,72013,r,92956.82567,46.54823519,610.5,0.346710328,NB181.72013
NB181,72013,t,23603.6529,11.81955578,667.04,0.525841336,NB181.72013
NB181,72013,v,77319.014,38.71758338,627.1133333,0.393955813,NB181.72013
NB182,72013,b,75131.877,37.62237206,659.08,0.328177808,NB182.72013
NB182,72013,r,103144.92,51.6499349,614.43,0.329153728,NB182.72013
NB182,72013,t,32248.79197,16.14861891,659.3933333,0.465738784,NB182.72013
NB182,72013,v,66600.19067,33.35012051,659.08,0.381687808,NB182.72013
NB183,72013,b,101608.2583,50.88044984,616.0733333,0.362572297,NB183.72013
NB183,72013,r,88012.162,44.07218928,616.46,0.387226112,NB183.72013
NB183,72013,t,34188.997,17.12017877,627.4933333,0.490814912,NB183.72013
NB183,72013,v,77611.28367,38.86393774,595.4966667,0.411881009,NB183.72013
NB184,72013,b,92658.19433,46.39869521,627.4933333,0.350296415,NB184.72013
NB184,72013,r,119600.1143,59.889892,661.4733333,0.327268744,NB184.72013
NB184,72013,t,39977.21663,20.01863627,653.1033333,0.427531736,NB184.72013
NB184,72013,v,51778.309,25.92804657,644.4866667,0.460159593,NB184.72013
NB185,72013,b,108158.6863,54.16058404,653.8033333,0.339712489,NB185.72013
NB185,72013,r,102972.3827,51.56353664,671.43,0.352155096,NB185.72013
NB185,72013,t,32234.53583,16.14148014,689.42,0.505585451,NB185.72013
NB185,72013,v,69955.605,35.03034802,679.7933333,0.379247443,NB185.72013
NB186,72013,b,78470.61167,39.2942472,613.78,0.33303474,NB186.72013
NB186,72013,r,72695.256,36.40223135,580.08,0.395201733,NB186.72013
NB186,72013,t,31565.64893,15.80653427,677.0733333,0.47702248,NB186.72013
NB186,72013,v,53470.51173,26.775419,653.1066667,0.454742884,NB186.72013
NB187,72013,b,108182.7917,54.17265482,622.1266667,0.319798993,NB187.72013
NB187,72013,r,69011.24033,34.55745635,628.7566667,0.41993284,NB187.72013
NB187,72013,t,20134.14367,10.08219513,694.13,0.526904136,NB187.72013
NB187,72013,v,44320.70793,22.19364443,637.4833333,0.489645138,NB187.72013
NB188,72013,b,55357.00547,27.72008286,609.7933333,0.365075204,NB188.72013
NB188,72013,r,65831.051,32.96497296,609.7933333,0.403068889,NB188.72013
NB188,72013,t,19676.9024,9.853231047,688.7333333,0.513485074,NB188.72013
NB188,72013,v,49427.66733,24.75096011,599.0466667,0.455629151,NB188.72013
NB189,72013,b,90365.89867,45.25082557,628.78,0.337729301,NB189.72013
NB189,72013,r,116467.936,58.32145018,640.3966667,0.328078304,NB189.72013
NB189,72013,t,31023.14513,15.53487488,650.48,0.462148665,NB189.72013
NB189,72013,v,65573.22267,32.83586513,644.8,0.420241807,NB189.72013
NB190,72013,b,74265.73633,37.18865114,591.1,0.37487979,NB190.72013
NB190,72013,r,55373.38717,27.72828601,627.8133333,0.424933843,NB190.72013
NB190,72013,t,20632.10787,10.33155126,677.0866667,0.507381834,NB190.72013
NB190,72013,v,53745.34433,26.91304173,641.1166667,0.407758138,NB190.72013
NB191,72013,b,83805.371,41.96563395,649.4133333,0.324509968,NB191.72013
NB191,72013,r,79165.711,39.64231898,593.0266667,0.3440301,NB191.72013
NB191,72013,t,31433.09677,15.74015862,657.75,0.500261676,NB191.72013
NB191,72013,v,59893.05233,29.99151344,626.8,0.428579326,NB191.72013
NB192,72013,b,87523.56233,43.82752245,594.79,0.322892122,NB192.72013
NB192,72013,r,68713.3769,34.4083009,591.7933333,0.391797265,NB192.72013
NB192,72013,t,22345.0754,11.18932168,683.1166667,0.520758217,NB192.72013
NB192,72013,v,50244.62673,25.16005345,608.44,0.416912737,NB192.72013
NB193,72013,b,98594.821,49.3714677,605.0866667,0.351779841,NB193.72013
NB193,72013,r,79676.50567,39.89809998,625.7733333,0.358175799,NB193.72013
NB193,72013,t,24940.98737,12.48922752,676.11,0.494536643,NB193.72013
NB193,72013,v,62107.96567,31.10063378,615.4333333,0.422597493,NB193.72013
NB194,72013,b,84365.45667,42.24609748,626.5,0.330864026,NB194.72013
NB194,72013,r,94993.78167,47.5682432,645.8466667,0.339878572,NB194.72013
NB194,72013,t,29842.4428,14.94363686,654.1133333,0.530802264,NB194.72013
NB194,72013,v,91534.081,45.83579419,620.1566667,0.352077245,NB194.72013
NB195,72013,b,80608.159,40.36462644,636.0266667,0.346163023,NA
NB195,72013,r,64363.8481,32.23026945,587.18,0.378311984,NA
NB195,72013,t,17212.22703,8.61904208,684.0666667,0.50499202,NA
NB195,72013,v,41676.8515,20.86973035,625.08,0.47353184,NA
NB196,72013,b,83765.86,41.94584877,569.16,0.339320001,NB196.72013
NB196,72013,r,64435.71653,32.26625765,607.15,0.414114787,NB196.72013
NB196,72013,t,16969.19513,8.497343582,687.7233333,0.535082826,NB196.72013
NB196,72013,v,58864.0405,29.4762346,607.4466667,0.430288331,NB196.72013
NB197,72013,b,73263.174,36.68661693,627.4333333,0.322303061,NB197.72013
NB197,72013,r,89581.502,44.85803806,591.16,0.39092372,NB197.72013
NB197,72013,t,34449.2086,17.25048002,685.1133333,0.467196281,NB197.72013
NB197,72013,v,56962.11707,28.5238443,616.14,0.39525023,NB197.72013
NB198,72013,b,87162.33667,43.64663829,610.18,0.343012211,NB198.72013
NB198,72013,r,63016.63233,31.55564964,644.4866667,0.42143731,NB198.72013
NB198,72013,t,23399.83107,11.71749177,667.35,0.531057178,NB198.72013
NB198,72013,v,77442.054,38.77919579,606.1133333,0.440183485,NB198.72013
NB199,72013,b,58162.56933,29.12497212,622.4066667,0.408463044,NB199.72013
NB199,72013,r,57830.5,28.95868803,652.4233333,0.401771262,NB199.72013
NB199,72013,t,26073.3826,13.05627571,678.04,0.496858924,NB199.72013
NB199,72013,v,65380.32523,32.73927152,643.4333333,0.400939103,NB199.72013
NB200,72113,b,100617.96,50.38455684,627.1133333,0.317845428,NB200.72113
NB200,72113,r,84305.20233,42.21592505,632.83,0.384813212,NB200.72113
NB200,72113,t,36148.9915,18.10164822,688.0933333,0.476334496,NB200.72113
NB200,72113,v,67853.45633,33.97769471,614.44,0.416106677,NB200.72113
NB201,72113,b,97930.28,49.03869805,650.7366667,0.34619339,NB201.72113
NB201,72113,r,129234.2923,64.71421749,635.41,0.349269838,NB201.72113
NB201,72113,t,44805.31293,22.43631093,634.0566667,0.467866265,NB201.72113
NB201,72113,v,83480.76833,41.8030888,646.0266667,0.374709475,NB201.72113
NB202,72113,b,55882.68517,27.98331756,659.3933333,0.378511245,NB202.72113
NB202,72113,r,51541.05867,25.8092432,660.02,0.426860848,NB202.72113
NB202,72113,t,21771.98643,10.90234674,660.02,0.480877422,NB202.72113
NB202,72113,v,32639.3241,16.34417832,643.4066667,0.509874218,NB202.72113
NB203,72113,b,80021.89667,40.07105492,615.1433333,0.343218908,NB203.72113
NB203,72113,r,85573.46633,42.85100968,602.7633333,0.367488018,NB203.72113
NB203,72113,t,20270.5414,10.15049644,690.4133333,0.514387129,NB203.72113
NB203,72113,v,73503.25133,36.80683592,626.8,0.389807723,NB203.72113
NB204,72113,b,93552.04733,46.84629311,610.82,0.366736821,NB204.72113
NB204,72113,r,88267.829,44.20021482,643.4066667,0.344818771,NB204.72113
NB204,72113,t,22801.4882,11.41787091,635.4333333,0.458283711,NB204.72113
NB204,72113,v,49931.67573,25.00334288,660.02,0.475844983,NB204.72113
NB205,72113,b,74566.79967,37.33940895,590.0866667,0.370651823,NB205.72113
NB205,72113,r,71585.60067,35.84657019,629.75,0.402860211,NB205.72113
NB205,72113,t,21853.2308,10.94302994,655.4066667,0.50283099,NB205.72113
NB205,72113,v,51331.61883,25.70436597,628.7166667,0.504226352,NB205.72113
NB206,72113,b,62556.76557,31.32537084,653.4133333,0.428774322,NB206.72113
NB206,72113,r,69240.34533,34.67218094,639.3966667,0.405726944,NB206.72113
NB206,72113,t,19345.7821,9.687422183,689.73,0.518720636,NB206.72113
NB206,72113,v,37354.5806,18.70534832,643.4066667,0.498220026,NB206.72113
NB207,72113,b,123705.81,61.94582374,643.4066667,0.314292846,NB207.72113
NB207,72113,r,115818.367,57.99617777,660.02,0.33035707,NB207.72113
NB207,72113,t,28358.6902,14.20064607,628.1566667,0.470962235,NB207.72113
NB207,72113,v,80159.72333,40.14007177,659.7066667,0.334806748,NB207.72113
NB208,72113,b,134942.4007,67.26939216,631.7333333,0.306782746,NB208.72113
NB208,72113,r,104840.3113,52.26336557,586.3966667,0.356293867,NB208.72113
NB208,72113,t,32307.6691,16.105518,660.1,0.518067658,NB208.72113
NB208,72113,v,89721.68133,44.72666068,608.7566667,0.393866844,NB208.72113
NB209,72113,b,59845.15563,29.96752911,606.8366667,0.394806625,NB209.72113
NB209,72113,r,62492.74133,31.29331063,609.7866667,0.439424793,NB209.72113
NB209,72113,t,24795.7997,12.41652464,662.4033333,0.50920985,NB209.72113
NB209,72113,v,68944.12367,34.5238476,607.48,0.445586143,NB209.72113
NB210,72113,b,87790.77137,43.96132767,626.4066667,0.340096625,NB210.72113
NB210,72113,r,107700.795,53.93129444,611.4966667,0.342987258,NB210.72113
NB210,72113,t,16620.47337,8.322720764,689.04,0.528600832,NB210.72113
NB210,72113,v,60036.6067,30.06339845,602.77,0.44286674,NB210.72113
NB211,72113,b,85989.42653,43.05930222,659.08,0.327360797,NB211.72113
NB211,72113,r,82800.255,41.46232098,626.4133333,0.362970668,NB211.72113
NB211,72113,t,19176.61087,9.602709498,673.7466667,0.511115266,NB211.72113
NB211,72113,v,68904.189,34.50385028,649.7266667,0.36440776,NB211.72113
NB212,72113,b,82073.21867,41.09825672,642.78,0.356923847,NB212.72113
NB212,72113,r,73392.54867,36.75140144,642.7066667,0.376103431,NB212.72113
NB212,72113,t,28647.68967,14.34536288,643.4066667,0.485816846,NB212.72113
NB212,72113,v,79705.507,39.91262243,622.1633333,0.399655864,NB212.72113
NB213,72113,b,89231.39467,44.68272142,609.7933333,0.373011942,NB213.72113
NB213,72113,r,88188.83,44.16065598,610.1133333,0.37963984,NB213.72113
NB213,72113,t,47057.19797,23.5639449,658.1266667,0.482376627,NB213.72113
NB213,72113,v,43484.9958,21.77516064,609.4066667,0.396652187,NB213.72113
NB214,72113,b,90485.51723,45.3107247,642.78,0.327898338,NB214.72113
NB214,72113,r,89522.77667,44.82863128,627.1133333,0.347290697,NB214.72113
NB214,72113,t,23675.49917,11.85553288,679.12,0.490186624,NB214.72113
NB214,72113,v,83454.18933,41.78977934,626.4133333,0.372833694,NB214.72113
NB215,72113,b,73115.59427,36.61271621,650.4266667,0.353599265,NB215.72113
NB215,72113,r,121179.7513,60.68089701,626.02,0.337052098,NB215.72113
NB215,72113,t,21387.9251,10.71002759,676.12,0.525498511,NB215.72113
NB215,72113,v,92285.246,46.21194091,633.8133333,0.368560403,NB215.72113
NB216,72213,b,98567.72933,49.35790152,594.1266667,0.379114588,NB216.72213
NB216,72213,r,60418.88233,30.2548234,642.78,0.371608,NB216.72213
NB216,72213,t,20206.0322,10.11819339,666.7266667,0.519230897,NB216.72213
NB216,72213,v,73617.253,36.86392238,650.4266667,0.376169971,NB216.72213
NB217,72213,b,112830.626,56.50006309,595.4033333,0.342002182,NB217.72213
NB217,72213,r,103796.461,51.97619479,593.4633333,0.372098678,NB217.72213
NB217,72213,t,28027.2258,14.0346649,652.4033333,0.500197123,NB217.72213
NB217,72213,v,71687.13867,35.89741546,615.4633333,0.407428365,NB217.72213
NB218,72213,b,79174.41867,39.64667935,634.76,0.403149077,NB218.72213
NB218,72213,r,70149.11067,35.1272462,661.73,0.437871426,NB218.72213
NB218,72213,t,18555.64963,9.29176246,663.47,0.506802062,NB218.72213
NB218,72213,v,41767.39707,20.91507114,692.71,0.496073733,NB218.72213
NB218.2,72213,b,59736.96463,29.91335235,645.1233333,0.432801237,NA
NB218.2,72213,r,66353.79667,33.22673844,628.46,0.404860975,NA
NB218.2,72213,t,19879.047,9.954455183,685.1133333,0.491549549,NA
NB218.2,72213,v,36730.15093,18.39266446,661.4733333,0.496020885,NA
NB219,72213,b,129323.0513,64.75866366,614.8166667,0.313737735,NB219.72213
NB219,72213,r,79791.095,39.95548072,669.7166667,0.362805899,NB219.72213
NB219,72213,t,22165.93087,11.09961486,684.3666667,0.519956289,NB219.72213
NB219,72213,v,91733.22933,45.93551794,642.44,0.340048933,NB219.72213
NB220,72213,b,130373.158,65.28450576,626.48,0.294570227,NB220.72213
NB220,72213,r,86867.023,43.49875964,629.82,0.395348687,NB220.72213
NB220,72213,t,19361.67313,9.695379636,673.0766667,0.504147571,NB220.72213
NB220,72213,v,63428.38733,31.76183642,642.78,0.425615544,NB220.72213
NB221,72213,b,89984.85733,45.06001869,597.74,0.34565421,NB221.72213
NB221,72213,r,75977.63733,38.0458875,626.7266667,0.379053943,NB221.72213
NB221,72213,t,21368.29617,10.70019838,651.43,0.483684863,NB221.72213
NB221,72213,v,44544.40753,22.30566226,615.82,0.455017656,NB221.72213
NB222,72213,b,80562.308,40.3416665,626.48,0.345291034,NB222.72213
NB222,72213,r,61921.65167,31.00733684,659.08,0.386502136,NB222.72213
NB222,72213,t,20847.0671,10.43919234,666.7266667,0.504577348,NB222.72213
NB222,72213,v,55549.31523,27.81638219,626.48,0.446690754,NB222.72213
NB223,72213,b,73286.66767,36.69838141,626.0933333,0.342657194,NB223.72213
NB223,72213,r,67269.50233,33.68527909,643.0933333,0.374661504,NB223.72213
NB223,72213,t,23949.46903,11.9927236,660.4,0.522093675,NB223.72213
NB223,72213,v,87818.68433,43.97530512,643.7266667,0.36604981,NB223.72213
NB224,72213,t,37966.2794,19.01165719,643.4133333,0.468201617,NB224.72213
NB225,72213,b,72032.32427,36.07026753,609.4066667,0.355901444,NB225.72213
NB225,72213,r,52013.33807,26.04573764,633.5,0.425806189,NB225.72213
NB225,72213,t,15456.22917,7.73972417,674.43,0.512762743,NB225.72213
NB225,72213,v,57224.74727,28.65535667,614.7233333,0.451935508,NB225.72213
NB226,72313,b,53923.07147,27.00203879,659.08,0.401777061,NB226.72313
NB226,72313,r,60205.18497,30.1478142,594.07,0.418569003,NB226.72313
NB226,72313,t,23906.96513,11.97143973,682.73,0.538514301,NB226.72313
NB226,72313,v,55484.78987,27.78407104,638.3933333,0.439116588,NB226.72313
NB227,72313,b,98530.944,49.33948122,579.8433333,0.345431205,NB227.72313
NB227,72313,r,68619.64333,34.36136371,610.82,0.398642885,NB227.72313
NB227,72313,t,33327.8649,16.6889659,677.4266667,0.473787063,NB227.72313
NB227,72313,v,69422.847,34.76356885,627.8133333,0.425641807,NB227.72313
NB228,72313,b,80185.21633,40.15283742,642.3933333,0.345909544,NB228.72313
NB228,72313,r,69414.322,34.75929995,634.4133333,0.381712707,NB228.72313
NB228,72313,t,31396.55497,15.72186027,650.4266667,0.456748184,NB228.72313
NB228,72313,v,50626.20733,25.35113036,660.02,0.439763118,NB228.72313
NB229,72313,b,64488.80883,32.29284368,638.3933333,0.391672337,NB229.72313
NB229,72313,r,78261.61253,39.18959065,602.7633333,0.400195271,NB229.72313
NB229,72313,t,19024.58273,9.526581239,680.7466667,0.518621797,NB229.72313
NB229,72313,v,63040.88467,31.56779402,679.4133333,0.402582661,NB229.72313
NB230,72313,b,62342.6345,31.21814447,631.44,0.383061272,NB230.72313
NB230,72313,r,62337.30267,31.21547455,626.7933333,0.404060041,NB230.72313
NB230,72313,t,19203.44837,9.616148406,667.35,0.493150909,NB230.72313
NB230,72313,v,24842.31017,12.43981481,662.0333333,0.526423402,NB230.72313
NB231,72313,b,54562.8039,27.32238553,610.18,0.377419112,NB231.72313
NB231,72313,r,72588.317,36.34868152,607.3966667,0.409001802,NB231.72313
NB231,72313,t,21881.67737,10.9572746,648.8133333,0.493494474,NB231.72313
NB231,72313,v,72622.03167,36.36556418,645.4466667,0.401122452,NB231.72313
NB232,72313,b,74175.47667,37.14345351,659.7066667,0.354337894,NB232.72313
NB232,72313,r,69789.20167,34.94702137,610.82,0.381913053,NB232.72313
NB232,72313,t,24376.1382,12.20637867,660.78,0.479995274,NB232.72313
NB232,72313,v,75053.76333,37.58325655,660.4,0.363181714,NB232.72313
NB233,72313,b,79260.51233,39.68979085,659.7066667,0.320222543,NB233.72313
NB233,72313,r,76801.607,38.45849124,611.14,0.387380951,NB233.72313
NB233,72313,t,34846.50387,17.44942607,660.02,0.463851289,NB233.72313
NB233,72313,v,67127.933,33.61438808,611.14,0.429519552,NB233.72313
NB234,72313,b,55168.17293,27.62552475,615.4333333,0.413293384,NB234.72313
NB234,72313,r,76918.90633,38.51722901,639.76,0.399171002,NB234.72313
NB234,72313,t,19848.7148,9.939266299,679.7233333,0.521155371,NB234.72313
NB234,72313,v,74345.52833,37.22860708,673.4333333,0.385461735,NB234.72313
NB235,72313,b,85841.37333,42.98516441,599.1633333,0.359975344,NB235.72313
NB235,72313,r,76822.23633,38.4688214,619.5,0.398586602,NB235.72313
NB235,72313,t,24268.57,12.15251377,672.7566667,0.543917782,NB235.72313
NB235,72313,v,58154.48043,29.1209216,610.82,0.449112536,NB235.72313
NB236,72313,b,81877.57833,41.0002896,626.7933333,0.347719968,NB236.72313
NB236,72313,r,87719.403,43.92558988,627.4333333,0.386976866,NB236.72313
NB236,72313,t,41778.14473,20.92045305,669.7166667,0.460114489,NB236.72313
NB236,72313,v,59813.31617,29.95158546,627.4333333,0.447499141,NB236.72313
NB237,72313,b,53953.27633,27.01716391,626.4066667,0.406192772,NB237.72313
NB237,72313,r,54320.084,27.20084326,643.4066667,0.4334962,NB237.72313
NB237,72313,t,22067.45967,11.05030529,660.02,0.489006062,NB237.72313
NB237,72313,v,42981.49467,21.52303188,625.7966667,0.466601427,NB237.72313
NB238,72313,b,94377.52667,47.25965281,642.3933333,0.318020269,NB238.72313
NB238,72313,r,107036.199,53.59849725,589.1333333,0.360203481,NB238.72313
NB238,72313,t,29141.15353,14.59246546,643.1,0.494745346,NB238.72313
NB238,72313,v,95237.75933,47.69041529,578.81,0.376315246,NB238.72313
NB239,72313,b,71113.25947,35.6100448,626.7933333,0.350324998,NB239.72313
NB239,72313,r,72047.883,36.07805859,636.13,0.392584768,NB239.72313
NB239,72313,t,22503.23187,11.26851871,679.4133333,0.476795416,NB239.72313
NB239,72313,v,63055.65233,31.57518895,643.4066667,0.408436221,NB239.72313
NB240,72313,b,100587.0153,50.36906126,626.4066667,0.335809017,NB240.72313
NB240,72313,r,91326.14833,45.73167167,650.4266667,0.334831635,NB240.72313
NB240,72313,t,19463.987,9.74661342,659.7066667,0.494665258,NB240.72313
NB240,72313,v,71365.92707,35.73656839,609.02,0.413600387,NB240.72313
NB241,72313,b,54184.0277,27.13271292,630.7366667,0.411107301,NB241.72313
NB241,72313,r,57961.77023,29.02442175,629.4133333,0.420535536,NB241.72313
NB241,72313,t,25385.2106,12.71167281,690.1033333,0.472404654,NB241.72313
NB241,72313,v,52375.16733,26.22692405,661.11,0.482125148,NB241.72313
NB242,72313,b,77625.911,38.87126239,638.79,0.363829306,NB242.72313
NB242,72313,r,80049.23033,40.08474228,610.78,0.382024938,NB242.72313
NB242,72313,t,23561.4492,11.79842223,656.82,0.496369351,NB242.72313
NB242,72313,v,45319.05457,22.69356763,633.5,0.48002871,NB242.72313
VN96001,62713,b,69956.22067,35.03065632,607.4666667,0.407503198,VN96001.62713
VN96001,62713,r,47725.79047,23.89874335,649.44,0.478203888,VN96001.62713
VN96001,62713,t,20657.26347,10.34414796,661.4733333,0.496213231,VN96001.62713
VN96001,62713,v,50246.27933,25.16088099,627.8133333,0.453680494,VN96001.62713
VN96002,62713,b,52870.14133,26.47478284,606.1133333,0.434586529,VN96002.62713
VN96002,62713,r,49358.75543,24.7164524,627.1133333,0.445809792,VN96002.62713
VN96002,62713,t,23309.25157,11.67213398,667.8,0.485478686,VN96002.62713
VN96002,62713,v,35140.64773,17.59671895,610.18,0.502243658,VN96002.62713
VN96003,62713,b,36601.93273,18.32845906,642.7066667,0.414172013,VN96003.62713
VN96003,62713,r,31968.44887,16.00823679,659.7066667,0.490273416,VN96003.62713
VN96003,62713,t,23191.92683,11.61338349,669.4033333,0.481117982,VN96003.62713
VN96003,62713,v,27225.92143,13.63341083,643.02,0.456090822,VN96003.62713
VN96004,62713,b,54715.277,27.3987366,627.4333333,0.453815811,VN96004.62713
VN96004,62713,r,36509.64393,18.28224533,674.06,0.496018937,VN96004.62713
VN96004,62713,t,27652.057,13.8467987,644.1666667,0.483794667,VN96004.62713
VN96004,62713,v,42384.3636,21.22401783,643.4066667,0.469960017,VN96004.62713
VN96005,62713,b,40449.02877,20.25489673,615.12,0.482783788,VN96005.62713
VN96005,62713,r,46129.398,23.09934802,659.13,0.459453486,VN96005.62713
VN96005,62713,t,33678.34127,16.86446733,663.12,0.493268631,VN96005.62713
VN96005,62713,v,28970.96147,14.5072416,644.49,0.509585736,VN96005.62713
VN96006,62713,b,50572.1334,25.32405278,633.4266667,0.442479045,VN96006.62713
VN96006,62713,r,48315.60567,24.19409397,608.8266667,0.463414416,VN96006.62713
VN96006,62713,t,27938.98397,13.9904777,669.0533333,0.510423901,VN96006.62713
VN96006,62713,v,33799.20843,16.9249917,681.08,0.509863202,VN96006.62713
VN96007,62713,b,90079.842,45.10758237,588.4633333,0.363172397,VN96007.62713
VN96007,62713,r,21876.0201,10.95444171,679.1,0.518621015,VN96007.62713
VN96007,62713,t,18658.29233,9.343160908,679.1,0.515893869,VN96007.62713
VN96007,62713,v,26330.63513,13.18509521,679.1,0.515795472,VN96007.62713
VN96008,62713,b,37883.36527,18.97013784,643.0933333,0.458389293,VN96008.62713
VN96008,62713,r,24685.84613,12.36146526,669.09,0.511096723,VN96008.62713
VN96008,62713,t,17109.58343,8.567643181,689.11,0.499864853,VN96008.62713
VN96008,62713,v,27363.08793,13.70209711,679.1,0.532588215,VN96008.62713
VN96009,62713,b,51871.66133,25.97479286,625.7066667,0.407694401,VN96009.62713
VN96009,62713,r,61283.54267,30.68780304,612.1066667,0.430794783,VN96009.62713
VN96009,62713,t,31412.38263,15.729786,653.1033333,0.51222872,VN96009.62713
VN96009,62713,v,42799.76777,21.43203193,626.4066667,0.470838011,VN96009.62713
VN96010,62713,b,24685.11413,12.36109871,626.7933333,0.491808833,VN96010.62713
VN96010,62713,r,29139.01833,14.59139626,650.4266667,0.478542609,VN96010.62713
VN96010,62713,t,17995.17707,9.011105191,660.78,0.489302027,VN96010.62713
VN96010,62713,v,24250.54647,12.14348847,658.76,0.50475557,VN96010.62713
VN96011,62713,b,46856.377,23.46338358,651.0266667,0.47665674,VN96011.62713
VN96011,62713,r,49812.70433,24.94376782,643.78,0.4494443,VN96011.62713
VN96011,62713,t,38163.42737,19.11037925,658.71,0.43505316,VN96011.62713
VN96011,62713,v,38768.81573,19.41352816,662.1166667,0.50049563,VN96011.62713
VN96012,62713,b,53525.6207,26.80301487,635.4333333,0.468228695,VN96012.62713
VN96012,62713,r,45713.76587,22.89121976,610.82,0.497418168,VN96012.62713
VN96012,62713,t,23875.6274,11.95574732,688.4833333,0.490830803,VN96012.62713
VN96012,62713,v,35641.3437,17.84744301,653.11,0.532069971,VN96012.62713
VN96013,62713,b,24593.0545,12.31499975,643.4066667,0.481968144,VN96013.62713
VN96013,62713,r,27287.81273,13.66440297,659.7066667,0.460989583,VN96013.62713
VN96013,62713,t,27254.05583,13.64749917,660.02,0.509638984,VN96013.62713
VN96013,62713,v,32956.77793,16.50314368,660.02,0.500845608,VN96013.62713
VN96014,62713,b,38811.71527,19.43501015,609.02,0.484321639,VN96014.62713
VN96014,62713,r,42218.7201,21.14107166,639.79,0.501232423,VN96014.62713
VN96014,62713,t,39121.7442,19.59025749,611.4,0.484915127,VN96014.62713
VN96014,62713,v,30240.89743,15.14316346,675.06,0.522177845,VN96014.62713
VN96015,62713,b,85309.91333,42.71903522,585.0866667,0.366220087,VN96015.62713
VN96015,62713,r,67729.62233,33.91568469,634.8,0.381370043,VN96015.62713
VN96015,62713,t,29364.01227,14.70406223,667.7333333,0.485409806,VN96015.62713
VN96015,62713,v,43866.74067,21.96631981,609.4066667,0.457882454,VN96015.62713
VN96016,62713,b,48650.587,24.36183625,626.4066667,0.44408965,VN96016.62713
VN96016,62713,r,46136.99667,23.10315306,643.02,0.420869128,VN96016.62713
VN96016,62713,t,23947.50713,11.99174118,659.7066667,0.483626509,VN96016.62713
VN96016,62713,v,40782.15267,20.4217089,643.4733333,0.452498227,VN96016.62713
VN96017,62713,r,31772.3264,15.91002824,667.1133333,0.541638426,VN96017.62713
VN96017,62713,t,17863.02237,8.944928576,687.0966667,0.558661339,VN96017.62713
VN96017,62713,v,41491.19277,20.77676153,673.7733333,0.451813509,VN96017.62713
VN96018,62713,b,30770.80233,15.40851394,627.8166667,0.488860338,VN96018.62713
VN96018,62713,r,36801.45027,18.42836768,668.11,0.464168782,VN96018.62713
VN96018,62713,t,24021.0789,12.02858232,685.0366667,0.51871295,VN96018.62713
VN96018,62713,v,30527.45037,15.28665517,672.0933333,0.500213094,VN96018.62713
VN96019,62713,b,94750.287,47.44631297,619.14,0.359760822,VN96019.62713
VN96019,62713,r,63855.633,31.97578017,612.11,0.418799914,VN96019.62713
VN96019,62713,t,24862.90097,12.45012567,644.1066667,0.503147794,VN96019.62713
VN96019,62713,v,39293.1174,19.67607281,636.1266667,0.493261686,VN96019.62713
VN96020,62713,b,28627.2112,14.33510826,626.7933333,0.510624268,VN96020.62713
VN96020,62713,r,33997.98307,17.02452833,651.44,0.520282797,VN96020.62713
VN96020,62713,t,17782.93133,8.904822897,688.17,0.535212192,VN96020.62713
VN96020,62713,v,29687.64205,14.86612021,671.575,0.513012851,VN96020.62713
VN96021,62713,b,70439.01933,35.27241829,627.1133333,0.429360257,VN96021.62713
VN96021,62713,r,139347.864,69.7785999,611.4633333,0.334936546,VN96021.62713
VN96021,62713,t,29834.24667,14.93953263,657.4533333,0.524261443,VN96021.62713
VN96021,62713,v,122462.3513,61.32316041,638.7633333,0.322191172,VN96021.62713
VN96022,62713,b,65971.77933,33.03544283,659.7533333,0.447739442,VN96022.62713
VN96022,62713,r,84372.756,42.24975263,667.8,0.39839245,VN96022.62713
VN96022,62713,t,25479.16813,12.75872215,681.08,0.51317428,VN96022.62713
VN96022,62713,v,47863.36633,23.96763462,652.4866667,0.464678115,VN96022.62713
VN96023,62713,b,55683.77403,27.88371259,591.17,0.455088354,VN96023.62713
VN96023,62713,r,39556.43537,19.80792958,659.0633333,0.490422057,VN96023.62713
VN96023,62713,t,19540.1905,9.784772409,685.7333333,0.502538596,VN96023.62713
VN96023,62713,v,32301.587,16.17505608,637.76,0.524206729,VN96023.62713
VN96024,280613,t,22080.27183,11.056721,667.35,0.51505908,VN96024.280613
VN96025,62813,b,78108.23167,38.93730392,615.7366667,0.397265399,VN96025.62813
VN96025,62813,r,48766.01217,24.31007586,631.7766667,0.462243752,VN96025.62813
VN96025,62813,t,35110.87917,17.50293079,613.1433333,0.474292552,VN96025.62813
