bird,date,patch,total.bright,avg.bright,hue,chrom
1680,51615,v,84849.51633,42.4884909,637.1733333,0.360829159
1681,51615,b,94966.03433,47.55434869,567.1366667,0.328817596
1681,51615,r,109808.7867,54.98687364,622.0866667,0.330348816
1681,51615,t,29675.15817,14.85986889,668.71,0.533335713
1681,51615,v,75804.8997,37.95938893,559.8,0.357864913
1682,51615,b,79555.788,39.83765048,614.7433333,0.336412827
1682,51615,r,110060.6157,55.1129773,569.75,0.341590941
1682,51615,t,17357.09483,8.691584794,685.0666667,0.545838543
1682,51615,v,94573.75433,47.35791404,633.7,0.35738573
1683,51615,b,94477.5492,47.30973921,626.4066667,0.328922504
1683,51615,r,121545.6157,60.86410399,640.81,0.329951922
1683,51615,t,44841.30833,22.45433567,654.76,0.452405752
1683,51615,v,94397.67467,47.26974195,660.4466667,0.334817975
1684,51615,b,108357.8147,54.26029778,574.7433333,0.334112184
1684,51615,r,107729.1343,53.94548539,604.3733333,0.332765367
1684,51615,t,12796.7874,6.408005709,645.37,0.452644164
1684,51615,v,76223.36667,38.16893674,598.7233333,0.385177137
1685,51615,b,79315.71707,39.71743469,598.8433333,0.354972524
1685,51615,r,111581.119,55.87437106,618.7866667,0.341905528
1685,51615,t,19602.69663,9.816072425,661.4066667,0.519708332
1685,51615,v,74369.78733,37.2407548,667.04,0.365903098
1686,51715,b,108619.2243,54.39119897,680.4533333,0.331002388
1686,51715,r,116639.139,58.40718027,617.7866667,0.346468834
1686,51715,t,19686.07277,9.857823118,691.47,0.544863908
1686,51715,v,77814.37867,38.96563779,636.7866667,0.408547016
1687,51715,b,100646.5483,50.39887248,667.1066667,0.322249561
1687,51715,r,94221.56467,47.18155467,634.1333333,0.35974651
1687,51715,t,21406.79363,10.71947603,685.4333333,0.53655682
1687,51715,v,62582.25933,31.33813687,628.4433333,0.427425464
1688,51715,b,76678.57647,38.39688356,626.48,0.313307732
1688,51715,r,95060.415,47.60160991,578.7966667,0.348673755
1688,51715,t,22981.47083,11.50799741,660.4466667,0.51727964
1688,51715,v,71347.27217,35.72722692,592.1433333,0.395501238
1689,51715,b,108204.972,54.18376164,643.7266667,0.316648374
1689,51715,r,121922.1293,61.05264363,602.18,0.318666044
1689,51715,t,11319.2395,5.668121933,660.02,0.557722053
1689,51715,v,69668.01553,34.88633727,638.3733333,0.402732976
1690,51715,b,71108.001,35.60741162,642.7066667,0.324659325
1690,51715,r,131893.739,66.04593841,563.7366667,0.317200957
1690,51715,t,18732.22827,9.38018441,680.0966667,0.516392897
1690,51715,v,102571.535,51.36281172,600.4233333,0.345515732
1691,51815,b,95679.582,47.91165849,624.0966667,0.297848368
1691,51815,r,115899.699,58.03690486,584.1566667,0.328966769
1691,51815,t,43790.70233,21.92824353,665.74,0.446142089
1691,51815,v,80285.714,40.20316174,602.4233333,0.32586957
1692,51815,b,88546.82867,44.33992422,605.1466667,0.339123083
1692,51815,r,70529.294,35.31762344,605.85,0.392040705
1692,51815,t,22815.38177,11.42482813,657.0833333,0.503851994
1692,51815,v,66024.38833,33.06178685,641.1333333,0.386257928
1693,51815,b,74596.97273,37.35451814,605.7933333,0.316188268
1693,51815,r,103504.5487,51.83001936,626.7933333,0.337443274
1693,51815,t,29139.53743,14.5916562,657.4466667,0.503242085
1693,51815,v,95155.345,47.64914622,608.12,0.339206011
1694,51815,b,106299.9417,53.22981556,610.18,0.326582662
1694,51815,r,110648.046,55.4071337,600.4733333,0.318977565
1694,51815,t,21648.57527,10.84054846,673.0966667,0.521155299
1694,51815,v,70809.18067,35.457777,610.18,0.410577044
1695,51815,b,116183.8083,58.17917293,610.18,0.314069053
1695,51815,r,118444.9443,59.31143933,580.44,0.320480971
1695,51815,t,24980.41757,12.50897224,626.7533333,0.505112995
1695,51815,v,96724.62733,48.43496612,610.18,0.335034658
1696,51815,b,95080.42267,47.61162878,597.8,0.325946027
1696,51815,r,115149.8833,57.66143382,608.42,0.331893803
1696,51815,t,22393.9932,11.21381733,654.7633333,0.503581868
1696,51815,v,75308.82433,37.71097863,600.4333333,0.39346168
1697,51815,b,114249.877,57.21075463,610.18,0.313521893
1697,51815,r,109700.0957,54.9324465,602.18,0.32641926
1697,51815,t,24090.69037,12.06344034,662.44,0.544435102
1697,51815,v,89932.896,45.033999,610.18,0.342032481
1698,51815,b,103768.903,51.96239509,626.7933333,0.316950263
1698,51815,r,121673.8403,60.92831264,622.0833333,0.320514658
1698,51815,t,24943.53513,12.49050332,660.02,0.508261732
1698,51815,v,85961.87733,43.04550693,599.4966667,0.35332166
1699,51815,b,108676.672,54.41996595,627.1133333,0.305954151
1699,51815,r,147511.068,73.8663335,592.1566667,0.306646037
1699,51815,t,28286.7885,14.16464121,672.4366667,0.51208889
1699,51815,v,93718.26167,46.92952512,598.4466667,0.361390056
1700,51815,b,91283.36867,45.71024971,623.78,0.31120096
1700,51815,r,125768.8677,62.97890219,592.3766667,0.331839649
1700,51815,t,23220.82687,11.62785522,653.3966667,0.534470752
1700,51815,v,92250.39,46.19448673,599.7966667,0.371429111
1701,51815,b,92784.224,46.46180471,610.8133333,0.326673916
1701,51815,r,131639.747,65.91875163,613.83,0.308736627
1701,51815,t,16509.76023,8.267281038,674.06,0.487560044
1701,51815,v,102391.0143,51.27241579,598.13,0.30646769
1702,51815,b,100628.0287,50.38959873,594.5166667,0.336353771
1702,51815,r,97153.391,48.64967001,610.18,0.346310319
1702,51815,t,26508.10627,13.27396408,659.1333333,0.505799156
1702,51815,v,50377.00883,25.22634393,616.46,0.484108071
1703,51815,b,105745.532,52.95219429,568.18,0.34736352
1703,51815,r,118286.0323,59.23186396,605.7933333,0.318586215
1703,51815,t,19842.59273,9.936200668,685.1233333,0.529686058
1703,51815,v,71956.03967,36.03206794,628.4133333,0.393460765
1704,51815,b,102328.0197,51.24087114,660.02,0.344292063
1704,51815,r,119394.6163,59.78698865,660.4,0.334714046
1704,51815,t,20618.60867,10.32479152,660.0866667,0.506676593
1704,51815,v,70919.454,35.51299649,660.02,0.373476086
1705,51915,b,92199.39603,46.16895144,666.7266667,0.331904496
1705,51915,r,124102.1257,62.14427925,624.4666667,0.340432319
1705,51915,t,26526.7649,13.28330741,658.7466667,0.513527718
1705,51915,v,116382.238,58.27853681,629.4833333,0.328225006
1706,51915,b,100403.835,50.2773335,553.18,0.326482557
1706,51915,r,122481.5747,61.33278651,572.18,0.330878892
1706,51915,t,21695.6819,10.86413716,670.41,0.510738386
1706,51915,v,100828.7687,50.49011951,604.4566667,0.354101276
1707,51915,b,70085.98293,35.09563492,660.02,0.331559417
1707,51915,r,81000.10733,40.56089501,577.82,0.359060895
1707,51915,t,27864.72717,13.95329352,650.4266667,0.492695536
1707,51915,v,80966.45567,40.5440439,553.18,0.387821274
1708,51915,b,109610.76,54.88771157,597.8,0.34425988
1708,51915,r,99714.75733,49.93227708,588.09,0.37300621
1708,51915,t,19386.8209,9.707972409,690.78,0.506302545
1708,51915,v,89077.73033,44.60577383,591.18,0.369751815
1709,51915,b,84823.2513,42.47533866,578.74,0.332546429
1709,51915,r,124290.8163,62.23876632,593.0866667,0.314746487
1709,51915,t,29530.24207,14.78730199,681.06,0.495638461
1709,51915,v,91143.53867,45.64022968,613.3866667,0.328628003
1710,51915,b,83927.6355,42.02685804,626.0933333,0.314533113
1710,51915,r,95089.04433,47.61594609,609.02,0.344034964
1710,51915,t,29386.94853,14.71554759,651.4233333,0.480481625
1710,51915,v,94380.04467,47.2609137,581.8033333,0.34186104
1711,51915,b,113183.52,56.67677516,591.5066667,0.322017264
1711,51915,r,123008.2287,61.5965091,593.0866667,0.314614925
1711,51915,t,24762.3544,12.39977687,669.09,0.517232373
1711,51915,v,80258.943,40.18975613,618.5,0.374622885
1712,51915,b,83031.93333,41.57833417,598.1266667,0.346236901
1712,51915,r,113766.0863,56.96849591,662.3766667,0.327380923
1712,51915,t,19444.7587,9.736984827,689.0933333,0.54467257
1712,51915,v,98475.66667,49.31180103,566.08,0.337802155
1713,51915,b,79600.6727,39.86012654,650.4266667,0.302140499
1713,51915,r,123807.7703,61.99688049,596.69,0.334026446
1713,51915,t,22494.1941,11.26399304,679.76,0.530342202
1713,51915,v,78625.017,39.37156585,632.0466667,0.327455288
1714,51915,b,86515.9142,43.32294151,656.4333333,0.314417778
1714,51915,r,108878.653,54.52110816,612.7,0.315463662
1714,51915,t,25987.67417,13.01335712,655.7333333,0.498160144
1714,51915,v,90090.39533,45.11286697,569.0933333,0.356407683
1715,51915,b,76305.51033,38.21007027,656.82,0.308908628
1715,51915,r,147832.703,74.02739259,670.82,0.301176124
1715,51915,t,14414.221,7.217937406,694.13,0.546347063
1715,51915,v,97333.58133,48.73990052,621.42,0.318084706
1716,51915,b,65187.9201,32.64292444,632.12,0.318542765
1716,51915,r,123256.98,61.72107161,608.7533333,0.324873843
1716,51915,t,24022.8802,12.02948433,684.12,0.543299405
1716,51915,v,84767.27467,42.4473083,588.4333333,0.341749087
1717,51915,b,77629.07273,38.87284564,610.18,0.33727504
1717,51915,r,107460.4227,53.81092772,610.82,0.358198908
1717,51915,t,20620.0444,10.32551047,691.15,0.53848493
1717,51915,v,66170.52467,33.13496478,643.4133333,0.39368193
1718,51915,b,71459.0072,35.78317837,610.18,0.357302978
1718,51915,r,117523.4083,58.84997914,610.82,0.344236876
1718,51915,t,24702.42123,12.36976526,669.75,0.511654003
1718,51915,v,87382.61967,43.75694525,610.82,0.360865963
1719,51915,b,88210.117,44.17131547,567.1366667,0.358600983
1719,51915,r,92833.48133,46.48647037,595.4533333,0.319766613
1719,51915,t,15398.97163,7.711052395,675.39,0.541637351
1719,51915,v,72530.49737,36.31972828,623.45,0.386659652
1720,51915,b,134022.369,67.11185228,610.18,0.301127263
1720,51915,r,107785.9627,53.97394225,579.1266667,0.321343277
1720,51915,t,20801.8618,10.41655573,659.4333333,0.507718124
1720,51915,v,84196.64267,42.16156368,595.8366667,0.364924926
1721,51915,b,73291.40283,36.70075255,607.7933333,0.352550033
1721,51915,r,89569.718,44.85213721,586.4533333,0.357505122
1721,51915,t,18790.9498,9.409589284,686.1133333,0.49970002
1721,51915,v,63613.23233,31.85439776,620.1233333,0.398145434
1722,52015,b,80636.489,40.37881272,660.02,0.354358017
1722,52015,r,86375.19133,43.25247438,660.02,0.37094162
1722,52015,t,22339.2736,11.18641642,667.04,0.514291716
1722,52015,v,61254.544,30.67328192,651.7266667,0.432812289
1723,52015,b,124495.9607,62.34149257,620.1366667,0.327094238
1723,52015,r,132136.966,66.1677346,628.3533333,0.324214681
1723,52015,t,24322.62243,12.17958059,673.7466667,0.521047295
1723,52015,v,77996.42433,39.05679736,571.79,0.381325409
1724,52015,b,77581.74533,38.84914639,619.07,0.358823601
1724,52015,r,86539.953,43.33497897,620.13,0.381607539
1724,52015,t,17193.32763,8.609578184,685.4333333,0.541214306
1724,52015,v,53421.51067,26.75088166,624.7966667,0.448186448
1725,52015,b,98004.695,49.07596144,672.7466667,0.320713373
1725,52015,r,131485.555,65.84153981,601.1133333,0.323280882
1725,52015,t,25747.81353,12.89324664,678.1133333,0.511715005
1725,52015,v,85293.871,42.711002,623.4066667,0.360456327
1726,52115,b,93413.08133,46.77670573,590.7933333,0.332819521
1726,52115,r,105421.5583,52.78996411,559.8,0.336531167
1726,52115,t,26110.4815,13.07485303,646.16,0.501627153
1726,52115,v,78190.206,39.15383375,605.0933333,0.396167158
1727,52115,b,85427.20433,42.77776882,643.4133333,0.356047391
1727,52115,r,97563.584,48.85507461,623.46,0.346986204
1727,52115,t,17573.7931,8.800096695,682.4033333,0.519341377
1727,52115,v,71930.62067,36.01933934,591.41,0.39745501
1728,52115,b,101742.1005,50.94747147,587.38,0.33249704
1728,52115,r,130884.96,65.54079119,597.0733333,0.319732647
1728,52115,t,37243.62177,18.64978556,691.4033333,0.469409255
1728,52115,v,105713.2783,52.93604323,598.14,0.333631932
1729,52115,b,111936.631,56.05239409,553.18,0.339054928
1729,52115,r,128151.765,64.17214071,553.18,0.314141474
1729,52115,t,22317.86357,11.17569533,644.77,0.516789395
1729,52115,v,84830.43133,42.47893407,560.1266667,0.365649666
1730,52115,b,96995.67467,48.57069337,639.4533333,0.321708025
1730,52115,r,112463.7567,56.31635286,594.1233333,0.343231118
1730,52115,t,22838.29383,11.43630137,667.1066667,0.506383612
1730,52115,v,80250.10083,40.18532841,604.8033333,0.356369902
1731,52115,b,96850.47867,48.49798631,626.7933333,0.303774403
1731,52115,r,94646.43733,47.39431013,608.7266667,0.321154803
1731,52115,t,25864.3259,12.95159034,646.3933333,0.526005175
1731,52115,v,89549.126,44.84182574,572.18,0.333041291
1732,52115,b,57823.87863,28.95537238,649.4133333,0.329053811
1732,52115,r,103560.5597,51.85806693,600.3666667,0.317353769
1732,52115,t,40559.73407,20.31033253,629.1033333,0.466634781
1732,52115,v,67657.17133,33.87940477,566.7366667,0.400756268
1733,52115,b,87843.46323,43.98771319,586.1066667,0.371707995
1733,52115,r,83558.83767,41.84218211,583.7233333,0.378380322
1733,52115,t,18448.70533,9.238209982,668.7666667,0.547815073
1733,52115,v,59649.262,29.86943515,645.3633333,0.378311376
1734,52215,b,70505.78103,35.30584929,590.4633333,0.35234996
1734,52215,r,115002.4267,57.58759473,580.1033333,0.343231363
1734,52215,t,23714.77713,11.87520137,668.7533333,0.536400011
1734,52215,v,79811.59367,39.96574545,629.4966667,0.405693048
1735,52215,b,85077.27177,42.60253969,572.8366667,0.336870594
1735,52215,r,110350.5143,55.25814438,568.44,0.356747547
1735,52215,t,22821.98073,11.42813257,665.74,0.533699408
1735,52215,v,70553.073,35.3295308,583.1433333,0.412256384
1736,52215,b,93696.07267,46.91841395,649.8,0.336089278
1736,52215,r,83939.88133,42.03299015,623.4333333,0.366581845
1736,52215,t,24881.4426,12.45941042,667.42,0.48954194
1736,52215,v,68882.42933,34.4929541,658.41,0.374513904
1737,52215,b,81248.58913,40.68532255,609.4066667,0.343351632
1737,52215,r,127416.542,63.80397697,589.37,0.324015929
1737,52215,t,15851.30123,7.937556952,673.06,0.544843889
1737,52215,v,70948.80953,35.52769631,628.73,0.365239817
1738,52215,b,74410.49403,37.26113872,614.4133333,0.354041403
1738,52215,r,99722.12267,49.93596528,598.7966667,0.359540062
1738,52215,t,18992.29727,9.510414255,670.0866667,0.536766429
1738,52215,v,71396.39733,35.75182641,615.45,0.39091676
1739,52215,b,97084.66767,48.61525672,614.8133333,0.328562882
1739,52215,r,119033.309,59.6060636,553.18,0.345242935
1739,52215,t,20830.88583,10.43108955,673.7466667,0.532603489
1739,52215,v,78072.36,39.09482223,599.47,0.388290647
1740,52215,b,68641.5778,34.37234742,643.4066667,0.356014885
1740,52215,r,110881.2067,55.52388917,582.1333333,0.337246762
1740,52215,t,16729.15757,8.3771445,671.4333333,0.530278049
1740,52215,v,103429.2073,51.7922921,624.0766667,0.344602961
1741,52215,b,109979.6503,55.07243382,638.1366667,0.333699471
1741,52215,r,110886.4917,55.52653564,602.0333333,0.321897899
1741,52215,t,32231.11823,16.13976877,670.72,0.468069088
1741,52215,v,79297.75567,39.70844049,567.7366667,0.365109529
1742,52215,b,60207.1436,30.14879499,610.18,0.364816474
1742,52215,r,104480.877,52.31891688,594.4466667,0.343870484
1742,52215,t,23452.58803,11.74390988,659.4466667,0.511384708
1742,52215,v,61665.3368,30.87898688,598.1266667,0.399841944
1743,52415,b,103396.05,51.77568853,619.7066667,0.316603712
1743,52415,r,85267.20867,42.69765081,597.7933333,0.328991893
1743,52415,t,25165.30347,12.60155406,679.44,0.510215152
1743,52415,v,64302.769,32.19968403,618.09,0.387269759
1744,52415,b,114951.592,57.56213921,638.7766667,0.320929206
1744,52415,r,124681.101,62.4342018,606.73,0.30333102
1744,52415,t,31165.16507,15.60599152,660.1233333,0.506176601
1744,52415,v,97917.47433,49.0322856,628.4166667,0.332646992
1745,52415,b,103630.3817,51.89303038,626.7666667,0.313033481
1745,52415,r,93577.63467,46.85910599,573.7566667,0.330368674
1745,52415,t,29460.15227,14.75220444,653.05,0.495020142
1745,52415,v,75648.53533,37.8810893,621.77,0.35845116
1746,52415,b,95874.04833,48.00903772,582.4166667,0.327236071
1746,52415,r,72679.41567,36.39429928,595.4333333,0.377032618
1746,52415,t,20091.03947,10.06061065,654.3966667,0.506350413
1746,52415,v,32404.03363,16.22635635,679.1266667,0.491868899
1747,52415,b,110483.7243,55.32484944,603.7666667,0.31333088
1747,52415,r,119727.4423,59.95365164,552.85,0.326429791
1747,52415,t,27317.2617,13.67914957,650.04,0.509840624
1747,52415,v,100238.082,50.1943325,607.7933333,0.326672771
1748,52415,b,93678.00967,46.90936889,615.45,0.297993739
1748,52415,r,93296.475,46.71831497,592.4766667,0.326658204
1748,52415,t,13459.54873,6.739884193,694.13,0.529595993
1748,52415,v,70281.494,35.19353731,599.1566667,0.406061912
1749,52415,b,91858.089,45.99804156,632.0333333,0.330635988
1749,52415,r,103779.6947,51.96779903,567.1366667,0.332132111
1749,52415,t,22313.9027,11.17371192,667.7333333,0.488907561
1749,52415,v,71911.674,36.00985178,690.1033333,0.345776825
1750,52415,b,94667.34233,47.40477833,614.4133333,0.331509187
1750,52415,r,107468.73,53.81508763,600.12,0.33960678
1750,52415,t,30588.03197,15.31699147,662.74,0.441824522
1750,52415,v,46069.66553,23.06943692,665.8133333,0.460560482
