band,Pop,SITE,Year,bandyear,Sex,age,CI1,RS,mRWL,mLTS,mRTS,maxTS,Mass,Date,Date2,Julian,T_Avg.Brightness,T_Hue,T_Chrom,R_Avg.Brightness,R_Hue,R_Chrom,B_Avg.Brightness,B_Hue,B_Chrom,V_Avg.Brightness,V_Hue,V_Chrom,colordate,T_tcs.h.theta,T_tcs.h.phi,T_tcs.r.vec,T_tcs.r.achieved,T_sum.B2,R_tcs.h.theta,R_tcs.h.phi,R_tcs.r.vec,R_tcs.r.achieved,R_sum.B2,B_tcs.h.theta,B_tcs.h.phi,B_tcs.r.vec,B_tcs.r.achieved,B_sum.B2,V_tcs.h.theta,V_tcs.h.phi,V_tcs.r.vec,V_tcs.r.achieved,V_sum.B2
2540-98939,CO,Autumn Hill,2012,2540-98939_2012,M,,137,6,122.1666667,95,95.5,95.5,18,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,
2540-98942,CO,Autumn Hill,2012,2540-98942_2012,F,,137,6,123,80,81,81,18.25,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,
2540-98944,CO,Autumn Hill,2012,2540-98944_2012,M,,,,118.8333333,87.66666667,89.83333333,89.83333333,16.75,80312,8/3/12,216,32.05703005,668.7566667,0.436297173,31.53391854,645.1366667,0.463566721,26.85743699,644.4433333,0.416367414,29.62954432,667.37,0.43486045,2540-98944.80312,-0.050053153,-0.702866953,0.159631607,0.406331237,31.52594048,-0.014238851,-0.72651958,0.193916478,0.51498095,30.88085295,-0.003896636,-0.759504553,0.148452627,0.40900358,26.41685762,-0.04540109,-0.692965388,0.159222016,0.406070681,29.11979167
2540-98955,CO,Fisher,2012,2540-98955_2012,F,,139,,119,81.5,83,83,17.25,51612,5/16/12,137,24.87270589,661.1133333,0.460921556,49.82697663,675.3933333,0.380744458,36.41864046,628.1533333,0.41581095,30.95642714,651.08,0.454506756,2540-98955.51612,-0.083156793,-0.679796365,0.178104924,0.446711331,24.39446033,0.027773506,-0.823800768,0.117464932,0.344094968,49.16717211,0.006484801,-0.765354848,0.14875546,0.412238552,35.82441258,-0.038185199,-0.703473151,0.178539058,0.461963799,30.35729339
2540-98975,CO,Mayas,2012,2540-98975_2012,F,,128,6,122.5,80.5,79,80.5,20.75,51512,5/15/12,136,14.19604857,638.1,0.468253356,30.73003706,608.46,0.452892619,NA,NA,NA,27.62038858,640.7366667,0.465306908,2540-98975.51512,-0.073900192,-0.662697908,0.186414621,0.45868154,13.91695446,-0.015281336,-0.720633076,0.180858,0.477383906,30.14424035,,,,,,-0.034988484,-0.717033691,0.189813127,0.498849157,27.06673092
2540-98978,CO,cargill,2012,2540-98978_2012,M,,144,0,118.8333333,92.33333333,93,93,16.75,52212,5/22/12,143,13.18536672,670.81,0.520332659,38.3106635,652.0933333,0.39299292,40.07541062,644.1233333,0.414160888,23.72748773,670.81,0.493949533,2540-98978.52212,-0.185753592,-0.498116232,0.211545034,0.405336099,12.89022632,0.02231535,-0.800154949,0.129386508,0.371007852,37.76020298,0.004172642,-0.812312773,0.149440476,0.433361401,39.41182791,-0.097898725,-0.625469415,0.205170985,0.480054601,23.20981
2540-98982,CO,cargill,2012,2540-98982_2012,M,,139,3,120.3333333,85.66666667,86.66666667,86.66666667,17,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,
2540-98989,CO,Mayas,2012,2540-98989_2012,M,,138,10,119,93,92,93,18,61312,6/13/12,165,16.59738842,667.37,0.519183374,32.21705942,627.78,0.449052333,32.02391454,660.42,0.439884789,14.50744483,637.7466667,0.517976176,2540-98989.61312,-0.148153224,-0.539223808,0.219901467,0.451261658,16.22126784,-0.018989292,-0.736712525,0.177058902,0.474938903,31.60161381,0.016434237,-0.778727969,0.173462233,0.48741793,31.41872192,-0.07746223,-0.665232733,0.232417846,0.574019963,14.15031205
2540-98990,CO,Mayas,2012,2540-98990_2012,F,,139,8,118.3333333,,82,82,18.5,,,,23.03794609,626.4366667,0.483666612,30.40642881,663.7966667,0.462140517,35.13425889,620.43,0.422218764,29.08773844,644.51,0.443971899,2540-98990.XXXX12,-0.040597237,-0.775571047,0.2129927,0.596353141,22.51606965,0.022064897,-0.84057134,0.202152897,0.601671368,29.74740039,0.055103696,-0.874519693,0.167967643,0.517698835,34.49125487,-0.007270876,-0.697216803,0.173105037,0.444406424,28.55359435
2540-98991,CO,Mayas,2012,2540-98991_2012,M,,130,6,118,92,92,92,18,61312,6/13/12,165,13.06962494,669.7466667,0.502214482,25.30203789,650.3833333,0.448360445,23.18619513,629.12,0.461781235,12.02750042,651.42,0.550120248,2540-98991.61312,-0.150673059,-0.584048729,0.20192757,0.445370311,12.79118084,0.011652162,-0.781804296,0.182539848,0.513578389,24.80548137,-0.000913579,-0.780604279,0.194967107,0.548729386,22.69663905,-0.123655933,-0.641286764,0.255060682,0.610368698,11.70720865
2540-98992,CO,Mayas,2012,2540-98992_2012,F,,130,6,122.5,78.33333333,79.33333333,79.33333333,18.5,,,,17.13269805,654.0833333,0.508872286,26.52406059,624.0866667,0.464088152,23.41477934,634.8,0.470208146,15.04806476,643.05,0.517215506,2540-98992.XXXXXX,-0.095083898,-0.639079077,0.2210963,0.527418889,16.73397948,-0.006833758,-0.736837912,0.194546869,0.522871787,25.97511103,-0.019095313,-0.740175292,0.199709262,0.53848876,22.91200475,-0.08575735,-0.667083748,0.230960893,0.571531436,14.67987655
2540-98994,CO,GRIZZ,2012,2540-98994_2012,M,,174,3,122.6666667,,95,95,16.75,52112,5/21/12,142,23.6431574,645.1366667,0.479174424,33.35169304,645.4566667,0.428388535,28.96516892,670.81,0.427670275,18.37826356,680.1266667,0.492242878,2540-98994.52112,-0.10938993,-0.60561418,0.191284869,0.434878454,23.16620036,-0.069358067,-0.65889118,0.146911836,0.357174175,32.8334925,-0.046956859,-0.7323928,0.151342112,0.404554686,28.47102336,-0.109892598,-0.596880541,0.202790284,0.455008052,17.98658776
2540-98999,CO,Mayas,2012,2540-98999_2012,M,,123,10,122,97,94.66666667,97,18,61312,6/13/12,165,18.71963278,627.46,0.514232991,36.78226239,680.1266667,0.414325566,40.26041896,675.08,0.370021326,26.35358338,661.4933333,0.468914144,2540-98999.61312,-0.142437015,-0.587469165,0.218644,0.483066424,18.28788567,-0.023709777,-0.736919796,0.141236901,0.37946941,36.20255409,0.044613239,-0.849529679,0.108970744,0.326640168,39.75039775,-0.066794012,-0.652191241,0.187838888,0.455288862,25.8263036
2600-27205,CO,CHR,2012,2600-27205_2012,M,,142,4,121,103,101,103,18,80212,8/2/12,215,11.4808219,669.3633333,0.509213977,23.94847238,667.75,0.468934777,18.40802487,667.06,0.512746332,33.07548439,628.1533333,0.489665888,2600-27205.80212,-0.156213903,-0.527733814,0.207586341,0.418148147,11.22944733,-0.049034166,-0.66733843,0.189146046,0.468081552,23.46440035,-0.091968539,-0.631979097,0.224092948,0.529573192,17.9730944,-0.023962615,-0.833542213,0.226250158,0.669916414,32.27700356
2600-27206,CO,CHR,2012,2600-27206_2012,F,,135,1,113.8333333,81,80,81,18.25,70912,7/9/12,191,14.77912586,634.4033333,0.457787524,30.49662127,627.84,0.441738997,29.82576081,644.51,0.44257806,18.25177116,643.3633333,0.507775071,2600-27206.70912,-0.068912078,-0.611776402,0.175168852,0.402164467,14.50187098,0.003664673,-0.76690929,0.172150434,0.477752193,29.91797387,-0.005723828,-0.796622312,0.175720316,0.502494653,29.25036712,-0.050737699,-0.67716448,0.226795556,0.568423518,17.80936628
2600-27208,CO,CHR,2012,2600-27208_2012,M,,135,1,115.5,92,94.66666667,94.66666667,17.5,70212,7/2/12,184,17.12200284,660.04,0.484701438,30.45027925,627.78,0.451744477,23.80736455,650.6933333,0.465271618,21.48109414,667.37,0.461902689,2600-27208.70212,-0.132563051,-0.543342917,0.188815074,0.389609234,16.78047407,-0.04685757,-0.722270712,0.176810752,0.467470412,29.86602621,-0.014916885,-0.721189511,0.194361044,0.512804195,23.30657584,-0.048683773,-0.695660785,0.179636291,0.460443893,21.05384099
2600-27210,CO,CHR,2012,2600-27210_2012,M,,129,8,115.8333333,89,86.16666667,89,16.25,80212,8/2/12,215,16.64443966,694.15,0.520490595,24.81529878,679.7566667,0.478829702,25.05486062,595.4133333,0.481370004,18.54792355,653.4333333,0.509781301,2600-27210.80212,-0.09547052,-0.738098992,0.238003242,0.640206776,16.22869488,-0.009207141,-0.793109105,0.212636479,0.605976093,24.25481816,0.014355674,-0.826376499,0.222558912,0.654746156,24.46144633,-0.093188836,-0.685999556,0.221593241,0.559266144,18.11628875
2600-27211,CO,CHR,2012,2600-27211_2012,F,,129,8,115.6666667,74,82,82,16.25,80212,8/2/12,215,15.65631764,637.74,0.534630745,36.08945902,554.3633333,0.425318964,33.58045118,592.1166667,0.410005775,28.28418745,625.07,0.451517571,2600-27211.80212,-0.094105196,-0.725009808,0.250981744,0.665968233,15.24195779,0.069877912,-0.888760032,0.173677031,0.539368,35.40624201,0.06766255,-0.900575488,0.15777344,0.49428699,33.00062069,0.032423243,-0.848594641,0.19447816,0.583495061,27.69353097
2600-27212,CO,CHR,2012,2600-27212_2012,M,,149,7,114,86,,86,16.5,70912,7/9/12,191,19.42297062,669.74,0.377707833,25.25081105,645.7033333,0.470805674,29.04444734,600.76,0.438858297,22.62007177,660.04,0.463697569,2600-27212.70912,-0.051881083,-0.756625802,0.101007589,0.275809193,19.20042905,-0.069449527,-0.70606644,0.188949753,0.489810948,24.73701914,-0.039194202,-0.774732771,0.166740258,0.465164127,28.51607595,-0.07048376,-0.682201099,0.18421678,0.463894533,22.17875392
2600-27213,CO,CHR,2012,2600-27213_2012,M,,145,7,116,84.33333333,84,84.33333333,20.5,51712,5/17/12,138,26.75502036,677.16,0.407782268,28.41059406,682.07,0.46197858,28.68824537,619.4033333,0.44729117,23.84840561,650.7466667,0.475373811,2600-27213.51712,-0.063770244,-0.741739458,0.129923788,0.34567944,26.39333628,-0.031701184,-0.743591976,0.189827876,0.513990407,27.8337099,0.011676437,-0.787575303,0.184454948,0.522282823,28.12850634,-0.064342421,-0.718789075,0.195194146,0.514284322,23.34858881
2600-27224,CO,CHR,2012,2600-27224_2012,F,,150,1,117,79,79,79,16.5,60412,6/4/12,156,13.33595994,671.44,0.558163659,27.79690018,606.71,0.437661804,25.27802137,623.4333333,0.459589755,19.90246436,636.1133333,0.507190837,2600-27224.60412,-0.115687084,-0.728230609,0.271075089,0.721601382,12.95797017,0.048920906,-0.890407315,0.183239906,0.569468665,27.24416087,0.013828181,-0.838970781,0.199912876,0.59489793,24.73192007,-0.007889403,-0.801359668,0.242654268,0.697087809,19.39225848
2600-27227,CO,cargill,2012,2600-27227_2012,F,,143,4,117.3333333,,84,84,19.5,52212,5/22/12,143,31.22608346,613.7366667,0.435947584,50.06040427,636.4133333,0.378444774,NA,NA,NA,42.08502938,615.4133333,0.393641053,2600-27227.52212,-0.031115644,-0.758807289,0.165952818,0.454755714,30.6712035,0.056587641,-0.850776807,0.119560578,0.359614342,49.40337645,,,,,,0.046226485,-0.859322478,0.135403201,0.409992553,41.4535212
2600-27234,CO,CHR,2012,2600-27234_2012,F,,146,10,122,84,83,84,18.5,70912,7/9/12,191,13.71934719,672.44,0.519190412,30.04705592,621.8066667,0.467522368,23.66833133,638.77,0.468537374,19.87013604,627.1166667,0.540551926,2600-27234.70912,-0.049321811,-0.77073245,0.244575337,0.681456161,13.36671413,-0.001740261,-0.841758454,0.20473925,0.610767922,29.38460481,0.026505248,-0.850207359,0.210404047,0.630741521,23.14008168,-0.057610069,-0.761753869,0.264241349,0.729519139,19.32018825
2600-27239,CO,cargill,2012,2600-27239_2012,M,,,,120,,92.16666667,92.16666667,16.5,61612,6/16/12,168,NA,NA,NA,31.12951844,622.42,0.465015669,19.70710566,659.4133333,0.459682333,22.4470449,670.81,0.487978964,2600-27239.61612,,,,,,-0.007120383,-0.740086601,0.195848194,0.526582537,30.48407819,-0.008230525,-0.732067022,0.19120504,0.511166084,19.30042952,-0.093973038,-0.644817172,0.198092157,0.476172907,21.96967839
2600-27241,CO,Conoco,2012,2600-27241_2012,M,,123,5,121,,98.16666667,98.16666667,17.5,51712,5/17/12,138,12.54217476,694.15,0.525305558,25.57972592,619.05,0.443043554,26.38403221,600.4733333,0.448704915,10.49443582,658.41,0.560643145,2600-27241.51712,-0.099936004,-0.712619216,0.24062985,0.629238289,12.22847508,0.022883471,-0.842619642,0.182307888,0.54435386,25.0769982,0.025833734,-0.843053836,0.189410799,0.565680674,25.84392757,-0.048166084,-0.786686149,0.291138557,0.823770922,10.17845458
2600-27242,CO,Yale,2012,2600-27242_2012,M,,137,8,120,94.66666667,94,94.66666667,17.5,52812,5/28/12,149,12.51521399,663.7966667,0.554349879,23.21624053,632.45,0.497212566,24.34676982,606.7633333,0.426862507,18.22283025,646.3633333,0.54500799,2600-27242.52812,-0.12352391,-0.689734944,0.26276914,0.668804403,12.17540932,-0.028611028,-0.778952806,0.226067169,0.633979171,22.66012659,0.0363936,-0.829419775,0.167973838,0.495409481,23.90564924,-0.066787301,-0.728181437,0.265431404,0.706482032,17.71997897
2600-27249,CO,GRIZZ,2012,2600-27249_2012,F,,174,3,117.1666667,64.16666667,74,74,20.25,62612,6/26/12,178,31.12915707,641.7966667,0.439279813,64.71150159,679.06,0.327674615,52.59102487,640.75,0.356857992,39.20038658,644.4433333,0.396884417,2600-27249.62612,-0.027542785,-0.734510568,0.167233578,0.446853053,30.56365326,0.062458335,-0.921274794,0.066509315,0.211828695,64.18092769,0.065903687,-0.914650922,0.099694989,0.315836577,51.98322391,0.028969096,-0.812893269,0.133931384,0.38900667,38.61948969
2600-27251,CO,GRIZZ,2012,2600-27251_2012,F,,165,7,117.5,77,77,77,19,52112,5/21/12,142,14.88020214,635.7166667,0.550881916,23.56946603,637.4266667,0.484415026,23.61929644,595.7433333,0.482881663,17.67703605,655.3933333,0.523093306,2600-27251.52112,-0.122601897,-0.766778046,0.271146548,0.752538398,14.45889657,-0.026356483,-0.7723871,0.213926031,0.597110362,23.03481825,-0.030725964,-0.811470823,0.216728884,0.628925199,23.07065321,-0.037308843,-0.767997886,0.250166644,0.694500942,17.21301506
2600-27259,CO,SCHAAPS,2012,2600-27259_2012,F,,161,4,116,77,76.83333333,77,18,61812,6/18/12,170,NA,NA,NA,28.81719412,661.18,0.432346939,38.9939117,615.8,0.382919656,24.77747338,660.04,0.424629499,2600-27259.61812,,,,,,0.003733932,-0.758472571,0.164351815,0.449722658,28.31255922,0.045270838,-0.845853802,0.122751645,0.367336225,38.45519896,-0.0579126,-0.653981279,0.145583032,0.353312112,24.38696412
2600-27264,CO,Fisher,2012,2600-27264_2012,M,,141,7,119,94.66666667,92.66666667,94.66666667,19.25,72312,7/23/12,205,NA,NA,NA,42.5454193,604.4333333,0.39280198,33.66235003,576.0466667,0.418377586,NA,NA,NA,2600-27264.72312,,,,,,0.034252572,-0.845567443,0.13202731,0.394870183,41.92318319,0.059147585,-0.874637255,0.164818218,0.505306741,33.06188986,,,,,
2600-27265,CO,Fisher,2012,2600-27265_2012,F,,141,5,113.6666667,77,77,77,17.75,51612,5/16/12,137,18.08929027,605.0733333,0.51197577,36.65194859,589.7566667,0.428566246,38.56857853,566.7166667,0.422418545,24.74335587,620.7866667,0.478027131,2600-27265.51612,-0.084742257,-0.684129093,0.22911132,0.579107,17.65368035,0.022057865,-0.807757847,0.165570369,0.478664975,35.99379452,0.029144566,-0.831209909,0.161337709,0.476822491,37.89212291,-0.012609232,-0.768035488,0.208398981,0.578985249,24.19328883
2600-27285,CO,Arapahoe,2012,2600-27285_2012,M,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,
2600-27286,CO,Fisher,2012,2600-27286_2012,F,,141,7,119.3333333,79.16666667,81.33333333,81.33333333,19.5,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,
2600-27294,CO,CHR,2012,2600-27294_2012,M,,125,2,120,104.8333333,105.5,105.5,18.5,70912,7/9/12,191,22.8487129,638.4666667,0.46986103,26.82132549,608.13,0.44474566,28.25498498,626.0766667,0.448278815,23.51489217,658.44,0.474707303,2600-27294.70912,-0.090065361,-0.718082654,0.186276446,0.481431471,22.41421822,-0.033852479,-0.744331118,0.171916944,0.465470188,26.32767189,-0.035556504,-0.753764523,0.175004853,0.47897012,27.71948377,-0.063367523,-0.71160363,0.192863107,0.503651508,23.03216429
2600-27303,CO,STRUTHERS,2012,2600-27303_2012,F,,141,2,120,,80,80,23.5,52912,5/29/12,150,19.33432382,660.8,0.507331876,23.96804791,661.18,0.434406179,28.75543665,644.51,0.441016733,22.53776248,644.13,0.459930218,2600-27303.52912,-0.168512589,-0.640878975,0.210984563,0.504456993,18.89616217,-0.057155552,-0.659559061,0.153217501,0.375301758,23.56690139,-0.050794976,-0.67160147,0.163629301,0.407269463,28.24518135,-0.086824472,-0.613935881,0.174459785,0.401785763,22.11889624
2600-27304,CO,cozy shack,2012,2600-27304_2012,F,,154,8,117,84.83333333,85,85,21,61312,6/13/12,165,27.10037389,661.18,0.453852456,43.93236405,661.18,0.394447367,33.31642414,644.13,0.387929471,38.463333,661.18,0.398779296,2600-27304.61312,-0.067126528,-0.684285515,0.175525431,0.441714142,26.59074495,0.021802123,-0.787616205,0.128776171,0.364994822,43.29656377,0.011933019,-0.75191012,0.120119716,0.328109431,32.86088116,-0.002678046,-0.727213254,0.129845172,0.345265766,37.91354466
2600-27306,CO,GRIZZ,2012,2600-27306_2012,M,,180,3,118,,,,17.5,52112,5/21/12,142,22.34991287,625.0666667,0.483840975,17.97316258,667.0166667,0.518796663,25.63662561,614.74,0.467582131,17.34072926,653.78,0.528375899,2600-27306.52112,-0.0610078,-0.750299225,0.208366872,0.566568121,21.85123042,-0.058028191,-0.750129597,0.239614122,0.653411654,17.51510856,0.005513225,-0.824019555,0.204825285,0.600704874,25.0705797,-0.050450868,-0.753607964,0.25452452,0.696548614,16.87618273
2600-27307,CO,GRIZZ,2012,2600-27307_2012,M,,168,6,118.3333333,96,91.5,96,17,52112,5/21/12,142,20.91634101,644.51,0.439309519,31.16664564,661.18,0.459939484,31.91740644,644.51,0.426753805,27.5987972,661.18,0.464385754,2600-27307.52112,-0.116033208,-0.564366478,0.151414664,0.323150742,20.57618574,-0.062124334,-0.663743772,0.178938271,0.4405204,30.56858601,-0.056807914,-0.711747993,0.151286782,0.395123294,31.38849581,-0.095711644,-0.632697143,0.177440134,0.419701773,27.07052983
2600-27315,CO,SCHAAPS,2012,2600-27315_2012,F,,157,5,111.3333333,76,74,76,17,52412,5/24/12,145,32.42851043,661.4933333,0.442089471,43.5068668,644.51,0.383227513,49.41011183,661.18,0.337137109,37.56499266,661.18,0.429223284,2600-27315.52412,-0.058640172,-0.659597736,0.163484177,0.399396562,31.8640231,0.036733854,-0.786721318,0.119845142,0.339532182,42.92384625,0.048737462,-0.937015331,0.077469838,0.249902619,48.93987215,-0.02730351,-0.711115776,0.155732855,0.40683669,36.92548507
2600-27318,CO,cargill,2012,2600-27318_2012,F,,178,3,115.8333333,74.66666667,76.66666667,76.66666667,16,52212,5/22/12,143,14.28938591,679.3933333,0.561850057,27.92247538,632.03,0.470503419,59.88306426,609.4933333,0.349552995,18.50489902,646.7433333,0.542880046,2600-27318.52212,-0.128655387,-0.667810866,0.269032109,0.666393836,13.89022097,-0.005975,-0.795053814,0.205164003,0.585091041,27.31326301,-1.338973389,-1.463355969,0.169822479,0.675305637,59.03118907,-0.049287819,-0.74026498,0.269310651,0.725956337,17.98797396
2600-27323,CO,Autumn Hill,2012,2600-27323_2012,F,,183,0,118.1666667,79.83333333,76.66666667,79.83333333,19,60812,6/8/12,160,19.0259975,635.0833333,0.491216367,29.11491254,638.77,0.4230641,40.1686221,657.4066667,0.338098512,23.53781656,646.42,0.511400221,2600-27323.60812,-0.057463151,-0.768394614,0.214752236,0.595897704,18.58711304,0.096451256,-0.930324605,0.178333704,0.571943827,28.5512656,0.066222879,-1.026942106,0.083328092,0.285025586,39.76874871,-0.037581258,-0.758762208,0.238807918,0.657156303,22.94090974
2600-27324,CO,Autumn Hill,2012,2600-27324_2012,M,,159,3,118,89,88,89,17.75,53012,5/30/12,151,14.25404407,693.4033333,0.523997044,17.91959706,675.79,0.51885867,14.13396061,640.4166667,0.497461951,11.35297162,688.8,0.576094196,2600-27324.53012,-0.096383715,-0.715593437,0.240374077,0.630696081,13.89527432,-0.066735625,-0.734743796,0.238101981,0.63848952,17.46853613,-0.025410136,-0.799266296,0.231093743,0.66136655,13.79295701,-0.110220752,-0.714394778,0.288296437,0.755702442,11.01521534
2600-27328,CO,CHR,2012,2600-27328_2012,F,,149,7,117.8333333,79.5,80,80,17.25,62612,6/26/12,178,NA,NA,NA,30.2466241,621.3466667,0.437431971,35.74252712,555.3466667,0.44010877,26.66171891,617.7366667,0.476119054,2600-27328.62612,,,,,,0.030005872,-0.830447229,0.177513099,0.524287926,29.66886506,0.026543677,-0.830449781,0.182221592,0.537936495,35.04557221,-0.025099863,-0.749601029,0.208673074,0.56847835,26.07781089
2600-27329,CO,CHR,2012,2600-27329_2012,F,,145,8,119.8333333,83.66666667,82,83.66666667,18.5,60412,6/4/12,156,25.7089561,619.7566667,0.480062452,34.68657286,610.7233333,0.420115814,29.62652545,579.4033333,0.391690103,34.02496812,589.08,0.415160752,2600-27329.60412,-0.073440422,-0.739605522,0.203261142,0.546670812,25.15944309,0.04317094,-0.823398178,0.160525187,0.470744288,34.09067985,0.056483732,-0.864309992,0.135542857,0.412312414,29.18142791,0.022833117,-0.799926235,0.153097211,0.438902393,33.47864892
2600-27330,CO,Autumn Hill,2012,2600-27330_2012,M,,,,123,,,,17.5,71012,7/10/12,192,10.34477934,694.15,0.5361411,25.97980287,669.08,0.470856798,19.09415657,623.4133333,0.481258372,15.60419563,668.6933333,0.568112051,2600-27330.71012,-0.151558406,-0.684638859,0.237605917,0.60092727,10.08270111,-0.006153245,-0.814240909,0.204695363,0.595441109,25.40447836,0.011308252,-0.832967848,0.220472744,0.652396526,18.64134217,-0.110669334,-0.712072882,0.277639729,0.725749607,15.14992405
2600-27337,CO,Mayas,2012,2600-27337_2012,M,,124,7,119.1666667,101,102,102,18,51512,5/15/12,136,14.19180487,663.3966667,0.496526288,21.23205341,642.47,0.490056079,18.23832833,634.7333333,0.485102179,21.30707778,640.72,0.479338592,2600-27337.51512,-0.141630451,-0.614535982,0.199658634,0.46038175,13.89400986,-0.10489953,-0.680742796,0.203180058,0.511430457,20.77655051,-0.073056249,-0.721092741,0.205853569,0.543362822,17.83903586,-0.09864061,-0.646059426,0.193097787,0.464882069,20.8773785
2600-27338,CO,GRIZZ,2012,2600-27338_2012,M,,,,120.8333333,90.33333333,90.33333333,90.33333333,15.5,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,
2600-27339,CO,Mayas,2012,2600-27339_2012,F,,146,8,115,73.5,73,73.5,20.5,52312,5/23/12,144,24.34237606,610.41,0.465656257,38.64648489,643.4066667,0.416260862,43.91119095,641.3666667,0.410952244,24.84809481,634.8133333,0.460683937,2600-27339.52312,-0.033406268,-0.728124105,0.193686855,0.514908385,23.84405793,0.027033258,-0.816222955,0.153441837,0.447116401,38.00016882,0.012149162,-0.853528697,0.149092051,0.449270339,43.19295866,-0.008448277,-0.761040711,0.191281659,0.527442642,24.33907225
2600-27340,CO,Mayas,2012,2600-27340_2012,F,,147,4,115.1666667,73.66666667,73.33333333,73.66666667,17.3,52312,5/23/12,144,11.25134251,660.04,0.521352049,29.62741729,599.75,0.441870842,27.90825972,626.06,0.464816805,20.00661058,634.02,0.501714029,2600-27340.52312,-0.058783428,-0.740884774,0.248217536,0.669863933,10.960778,0.007054314,-0.804953516,0.177616223,0.511895337,29.05936785,-0.016004415,-0.821537194,0.199116303,0.583139883,27.30506155,-0.053249216,-0.741495718,0.225876685,0.610040498,19.52856956
2600-27341,CO,Mayas,2012,2600-27341_2012,M,,135,4,117.3333333,89.33333333,86.66666667,89.33333333,16.45,52312,5/23/12,144,18.94162293,669.4066667,0.512994511,30.24472325,603.1033333,0.480007781,31.75284694,654.3966667,0.434128556,24.24685178,600.8133333,0.474034986,2600-27341.52312,-0.147303641,-0.666034315,0.218980375,0.540692969,18.50283442,-0.033473273,-0.738084667,0.206957486,0.556991553,29.58380868,0.00211763,-0.792668203,0.167862261,0.478120603,31.17652589,-0.044152262,-0.699802179,0.1987739,0.512024995,23.74005885
2600-27342,CO,Mayas,2012,2600-27342_2012,M,,139,8,114.3333333,95,94.33333333,95,17.5,52312,5/23/12,144,31.56105458,627.1,0.435528103,31.44641796,628.7866667,0.433611814,27.68482591,599.4366667,0.469614952,33.97672525,619.1666667,0.430775385,2600-27342.52312,-0.030656132,-0.734713285,0.163694076,0.438459891,31.00664227,-0.04023225,-0.700144938,0.157066829,0.404466008,30.92039458,-0.026667137,-0.730899427,0.196455081,0.524572667,27.1042528,-0.004998068,-0.786708407,0.161953852,0.45853031,33.37968278
2600-27343,CO,Mayas,2012,2600-27343_2012,F,,142,,118.1666667,82,83,83,21.5,52312,5/23/12,144,19.5892245,688.7566667,0.509240069,37.11284427,658.0866667,0.417128809,25.31554849,644.13,0.456672426,28.40264363,631.07,0.449293444,2600-27343.52312,-0.086628935,-0.692022339,0.226308883,0.577577708,19.11858472,0.035283116,-0.841364653,0.157484744,0.469018397,36.4738094,0.031873121,-0.820530162,0.199951217,0.584940083,24.77326403,-0.022457856,-0.76968284,0.179574111,0.497949929,27.85853822
2600-27344,CO,Mayas,2012,2600-27344_2012,F,,142,7,121.3333333,79,78,79,19.75,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,
2600-27345,CO,Mayas,2012,2600-27345_2012,F,,135,4,116.6666667,78.33333333,80,80,18.5,52312,5/23/12,144,22.30339526,637.42,0.481293341,34.42949708,613.48,0.425339197,32.23712385,648.4633333,0.405829363,25.11901836,638.7133333,0.457924345,2600-27345.52312,-0.092049123,-0.664154061,0.195917185,0.482356324,21.84100625,0.001953117,-0.770464346,0.157341851,0.437793862,33.84087694,-0.029891047,-0.734158713,0.13337332,0.357297178,31.76534356,-0.052196073,-0.709007873,0.178669903,0.465322142,24.63388129
2600-27346,CO,Mayas,2012,2600-27346_2012,M,,138,3,117.8333333,87,84,87,18,52312,5/23/12,144,18.49716141,679.4333333,0.505679038,33.21175613,670.8066667,0.464090171,34.21733834,660.8,0.4232377,18.18769254,660.04,0.488811201,2600-27346.52312,-0.102968891,-0.659588689,0.218699418,0.535749724,18.06736426,0.013519652,-0.806300209,0.200558285,0.578911162,32.49336998,0.047611329,-0.874010801,0.166872088,0.508825133,33.59884306,0.00499227,-0.791207629,0.224478988,0.638297463,17.74896585
2600-27348,CO,Mayas,2012,2600-27348_2012,F,,186,0,116.5,90,91,91,18,52312,5/23/12,144,20.15897797,644.13,0.501615546,30.59489935,652.5066667,0.501889344,39.40726723,652.5066667,0.458100078,22.80308897,679.4333333,0.494277322,2600-27348.52312,-0.113125297,-0.641202669,0.21240148,0.508104661,19.70679084,-0.031686945,-0.756791284,0.230390879,0.632838333,29.84657946,-0.00712465,-0.858475801,0.197357309,0.597001556,38.56910089,-0.078319964,-0.684885778,0.209812889,0.530879266,22.29194819
