band,population,country,year,sex,ci1,rs,tail.mean,weight,date,t.avg.bright,t.hue,t.chrom,r.avg.bright,r.hue,r.chrom,b.avg.bright,b.hue,b.chrom,v.avg.bright,v.hue,v.chrom,band_x_pop,lat,long
2640-97011,colorado,Colorado,2013,F,171,NA,76,18.5,NA,21.14315136,600.4933333,0.500328358,35.9930123,612.16,0.44336101,19.07295214,615.7266667,0.431936677,29.07049987,628.1366667,0.462338664,2640-97011 CO,40.0274,-105.2519
2640-97012,colorado,Colorado,2013,M,160,NA,92,17,NA,24.4076569,659.17,0.435145498,31.81903224,609.08,0.461947741,32.48162941,642.4733333,0.432922299,20.12563019,659.4833333,0.509126719,2640-97012 CO,40.0274,-105.2519
2640-97013,colorado,Colorado,2013,M,173,2,74.16666666500001,18,NA,22.06704852,642.4733333,0.472161346,35.50671718,609.08,0.457484008,44.94844782,609.08,0.396078338,27.1259661,642.4733333,0.463394045,2640-97013 CO,40.0274,-105.2519
S240969,czech rep,Czech Rep.,2013,M,122,NA,NA,17.43,NA,16.4015,669.3933,0.4603,44.4184,634.4267,0.3735,41.7698,660.04,0.3734,30.1366,648.0833,0.4527,S240969 CZ,49.0692,14.7112
S241273,czech rep,Czech Rep.,2013,M,126,NA,NA,18.35,NA,12.513,679.3933,0.5399,57.4241,611.17,0.351,69.6977,611.17,0.3267,31.5719,650.7867,0.424,S241273 CZ,49.0692,14.7112
S241286,czech rep,Czech Rep.,2013,M,123,NA,NA,17.87,NA,8.1258,681.1167,0.5503,31.9378,603.3533,0.3886,43.6836,606.6967,0.3539,36.6095,637.81,0.3647,S241286 CZ,49.0692,14.7112
S241293,czech rep,Czech Rep.,2013,M,112,NA,NA,16.97,NA,12.7727,685.4267,0.5297,39.5043,653.4633,0.3947,43.2551,617.7467,0.3783,34.8352,577.79,0.394,S241293 CZ,49.0692,14.7112
S241294,czech rep,Czech Rep.,2013,M,115,NA,NA,17.1,NA,27.3205,682.3833,0.3807,48.2642,644.4367,0.3169,63.0974,677.41,0.3115,42.9193,631.0567,0.3499,S241294 CZ,49.0692,14.7112
S284298,czech rep,Czech Rep.,2013,F,NA,NA,NA,NA,NA,20.1145,659.7633,0.4885,54.4607,619.1667,0.3664,50.0107,610.3967,0.3578,44.552,619.1667,0.3992,S284298 CZ,49.0692,14.7112
S347969,czech rep,Czech Rep.,2013,F,NA,NA,NA,NA,NA,16.1944,694.15,0.4571,47.6281,618.83,0.3524,65.3014,558.3567,0.3244,38.2247,661.41,0.3867,S347969 CZ,49.0692,14.7112
S417399,czech rep,Czech Rep.,2013,M,117,NA,NA,18.16,NA,13.6062,686.0567,0.5281,55.2685,644.13,0.3568,32.2994,627.84,0.3991,35.8245,611.17,0.4255,S417399 CZ,49.0692,14.7112
S503634,czech rep,Czech Rep.,2013,F,NA,NA,NA,NA,NA,23.6936,648.7733,0.4331,50.156,637.0467,0.3633,63.5985,644.1233,0.3264,41.6108,600.3633,0.3887,S503634 CZ,49.0692,14.7112
S503651,czech rep,Czech Rep.,2013,M,114,NA,NA,18.54,NA,14.1617,692.1033,0.4693,43.4183,616.75,0.3587,60.7025,624.44,0.3447,32.3649,643.77,0.395,S503651 CZ,49.0692,14.7112
S503662,czech rep,Czech Rep.,2013,M,116,NA,NA,17.26,NA,10.8933,687.4267,0.525,50.413,634.4033,0.3606,38.8181,626.0433,0.3698,39.5939,640.7667,0.4068,S503662 CZ,49.0692,14.7112
S528403,czech rep,Czech Rep.,2013,F,NA,NA,NA,NA,NA,20.3207,671.08,0.3861,48.9819,659.7267,0.3344,46.8903,663.0567,0.3349,40.7664,643.7433,0.3669,S528403 CZ,49.0692,14.7112
S528406,czech rep,Czech Rep.,2013,F,NA,NA,NA,NA,NA,17.1273,664.38,0.4456,51.8149,616.13,0.3548,39.3072,647.0733,0.3795,41.5329,665.07,0.3781,S528406 CZ,49.0692,14.7112
S528410,czech rep,Czech Rep.,2013,F,NA,NA,NA,NA,NA,11.7813,694.15,0.5007,27.882,614.1133,0.4027,29.7311,584.0633,0.4041,19.5059,648.0167,0.4256,S528410 CZ,49.0692,14.7112
S529336,czech rep,Czech Rep.,2013,F,NA,NA,NA,NA,NA,6.0703,672.4067,0.6245,37.5277,650.07,0.3399,23.1267,626.3733,0.3587,29.5536,611.17,0.4037,S529336 CZ,49.0692,14.7112
S529472,czech rep,Czech Rep.,2013,M,123,NA,NA,17.97,NA,9.0952,687.4267,0.5297,44.5256,593.75,0.3914,51.9866,599.7467,0.3738,43.6766,611.17,0.3952,S529472 CZ,49.0692,14.7112
S529489,czech rep,Czech Rep.,2013,M,164,NA,NA,17.85,NA,19.0479,674.3833,0.4555,35.6981,661.18,0.4069,47.7822,668.13,0.3652,27.2183,670.1167,0.4078,S529489 CZ,49.0692,14.7112
S529491,czech rep,Czech Rep.,2013,M,147,NA,NA,17.81,NA,8.0343,693.7767,0.5423,31.6169,602.41,0.39,36.2131,617.4767,0.4027,12.3229,661.1067,0.5485,S529491 CZ,49.0692,14.7112
S529911,czech rep,Czech Rep.,2013,F,NA,NA,NA,NA,NA,11.2596,673.4,0.5409,50.2029,598.0733,0.3568,45.7168,633.08,0.3498,35.4261,625.38,0.3906,S529911 CZ,49.0692,14.7112
S529935,czech rep,Czech Rep.,2013,M,115,NA,NA,16.11,NA,13.8798,687.8,0.514,42.6962,672.4533,0.3557,43.0173,638.09,0.3322,36.5319,644.4067,0.4032,S529935 CZ,49.0692,14.7112
S529937,czech rep,Czech Rep.,2013,F,NA,NA,NA,NA,NA,23.4177,629.72,0.4499,53.7449,616.12,0.3522,71.9874,660.8,0.3198,37.8844,627.0733,0.3906,S529937 CZ,49.0692,14.7112
S529956,czech rep,Czech Rep.,2013,F,NA,NA,NA,NA,NA,15.2181,611.7633,0.4956,46.4478,627.78,0.3462,35.9263,659.7267,0.3337,35.6999,660.04,0.3742,S529956 CZ,49.0692,14.7112
S529958,czech rep,Czech Rep.,2013,F,NA,NA,NA,NA,NA,8.4961,694.15,0.5627,39.623,608.1367,0.4118,34.4267,617.0767,0.376,27.5311,666.1033,0.4873,S529958 CZ,49.0692,14.7112
S529961,czech rep,Czech Rep.,2013,M,114,NA,NA,NA,NA,12.4503,688.01,0.4899,41.5127,663.7467,0.384,27.0241,660.04,0.3898,27.4918,663.75,0.4642,S529961 CZ,49.0692,14.7112
S529968,czech rep,Czech Rep.,2013,M,129,NA,NA,17.87,NA,13.6017,670.37,0.5041,51.7395,660.04,0.3375,53.2967,660.04,0.3511,40.0033,660.42,0.349,S529968 CZ,49.0692,14.7112
S529969,czech rep,Czech Rep.,2013,M,118,NA,NA,16.96,NA,13.119,660.04,0.5016,37.5875,643.3633,0.3934,46.5358,627.0667,0.387,25.7842,660.04,0.4556,S529969 CZ,49.0692,14.7112
S529976,czech rep,Czech Rep.,2013,F,NA,NA,NA,NA,NA,11.6039,678.6867,0.5117,46.3094,660.42,0.3416,56.04,660.04,0.3202,45.2685,660.42,0.3727,S529976 CZ,49.0692,14.7112
S529986,czech rep,Czech Rep.,2013,M,136,NA,NA,15.92,NA,7.0236,688.3833,0.4968,38.6588,644.45,0.4128,23.969,663.0567,0.4558,16.274,676.03,0.5241,S529986 CZ,49.0692,14.7112
S539470,czech rep,Czech Rep.,2013,M,114,NA,NA,17.18,NA,12.9454,669.4533,0.5181,37.9889,619.1667,0.3804,57.657,635.7767,0.3314,35.1715,638.0633,0.4086,S539470 CZ,49.0692,14.7112
S539478,czech rep,Czech Rep.,2013,M,117,NA,NA,17.91,NA,19.2916,645.8233,0.4468,33.1512,637.46,0.4153,37.0599,574.7433,0.3965,36.6952,632.09,0.3948,S539478 CZ,49.0692,14.7112
S539479,czech rep,Czech Rep.,2013,M,NA,NA,NA,17.52,NA,12.1854,665.09,0.5281,57.7017,597.45,0.3336,48.4399,610.01,0.3609,29.1879,677.4033,0.4156,S539479 CZ,49.0692,14.7112
S539481,czech rep,Czech Rep.,2013,F,NA,NA,NA,NA,NA,14.6526,679.4467,0.5241,47.7225,574.76,0.3673,40.8227,632.1467,0.3686,26.2163,639.7567,0.4474,S539481 CZ,49.0692,14.7112
S539494,czech rep,Czech Rep.,2013,F,NA,NA,NA,NA,NA,14.8055,660.4167,0.5011,44.9598,597.6933,0.3734,51.0608,632.4133,0.3468,31.3675,623.0767,0.4064,S539494 CZ,49.0692,14.7112
S539495,czech rep,Czech Rep.,2013,F,NA,NA,NA,NA,NA,21.4388,667.06,0.4114,55.2375,659.7267,0.3518,66.1596,639.04,0.315,26.3361,660.04,0.4449,S539495 CZ,49.0692,14.7112
S539500,czech rep,Czech Rep.,2013,F,NA,NA,NA,NA,NA,12.3958,687.8,0.5315,48.7763,595.7133,0.3398,21.2216,591.11,0.4073,17.6087,650.7333,0.5376,S539500 CZ,49.0692,14.7112
S540408,czech rep,Czech Rep.,2013,M,140,NA,NA,17.33,NA,15.6948,671.7833,0.468,45.1629,660.7833,0.3714,49.534,648.7233,0.3514,38.0409,622.4333,0.3722,S540408 CZ,49.0692,14.7112
S540429,czech rep,Czech Rep.,2013,M,113,NA,NA,17.32,NA,14.2471,669.8267,0.4931,42.1339,620.13,0.3714,43.9766,602.7467,0.3885,30.1508,617.4533,0.445,S540429 CZ,49.0692,14.7112
S540461,czech rep,Czech Rep.,2013,M,140,NA,NA,18.22,NA,17.9396,671.4067,0.455,32.4047,649.4133,0.3914,46.5947,634.4033,0.3681,28.2568,627.14,0.4243,S540461 CZ,49.0692,14.7112
S540498,czech rep,Czech Rep.,2013,F,NA,NA,NA,NA,NA,12.4195,694.15,0.5333,47.278,638.1533,0.3439,33.9822,610.39,0.3214,21.8469,634.4133,0.4562,S540498 CZ,49.0692,14.7112
S540499,czech rep,Czech Rep.,2013,F,NA,NA,NA,NA,NA,12.2715,682.42,0.4898,55.3538,610.7833,0.3483,45.51,610.3967,0.3309,38.0408,610.7833,0.3712,S540499 CZ,49.0692,14.7112
S540541,czech rep,Czech Rep.,2013,M,NA,NA,NA,18.38,NA,14.0415,668.4433,0.4979,46.3523,644.51,0.3672,41.3841,610.3967,0.3652,33.9776,644.51,0.4092,S540541 CZ,49.0692,14.7112
S540587,czech rep,Czech Rep.,2013,M,NA,NA,NA,16.31,NA,12.471,673.7733,0.4908,53.5622,660.04,0.3488,52.0286,643.3633,0.3413,36.1244,660.04,0.3539,S540587 CZ,49.0692,14.7112
S540616,czech rep,Czech Rep.,2013,M,129,NA,NA,16.1,NA,6.4319,687.8,0.5847,50.7338,624.69,0.3748,44.1505,650.4567,0.3688,24.1289,638.03,0.4778,S540616 CZ,49.0692,14.7112
S540631,czech rep,Czech Rep.,2013,F,NA,NA,NA,NA,NA,22.6368,667.37,0.465,61.3979,660.8,0.3359,58.8043,660.42,0.3148,44.9113,660.42,0.333,S540631 CZ,49.0692,14.7112
S540656,czech rep,Czech Rep.,2013,M,NA,NA,NA,16.26,NA,19.672,660.8,0.4561,58.951,627.84,0.3475,66.7844,644.1233,0.3198,39.5325,610.7833,0.3912,S540656 CZ,49.0692,14.7112
S540672,czech rep,Czech Rep.,2013,F,NA,NA,NA,NA,NA,14.245,651.15,0.486,47.2806,644.13,0.3836,50.3487,627.4533,0.346,30.3003,632.8033,0.4338,S540672 CZ,49.0692,14.7112
S540700,czech rep,Czech Rep.,2013,F,NA,NA,NA,NA,NA,13.3987,678.1,0.5243,35.0221,641.4433,0.433,41.8369,597.4467,0.3833,23.6469,632.5067,0.5066,S540700 CZ,49.0692,14.7112
S540737,czech rep,Czech Rep.,2013,F,NA,NA,NA,NA,NA,8.5172,675.4133,0.5679,35.1995,630.04,0.3888,54.1678,606.38,0.3308,31.2349,604.7167,0.4333,S540737 CZ,49.0692,14.7112
S540743,czech rep,Czech Rep.,2013,F,NA,NA,NA,NA,NA,13.1626,669.0667,0.521,44.8599,607.49,0.3481,39.6732,574.75,0.3606,28.6547,611.7367,0.4217,S540743 CZ,49.0692,14.7112
S540814,czech rep,Czech Rep.,2013,M,133,NA,NA,17.76,NA,14.6302,676.3933,0.5017,28.8755,640.0467,0.4228,38.1632,632.3567,0.4205,29.6535,650.74,0.4288,S540814 CZ,49.0692,14.7112
S540854,czech rep,Czech Rep.,2013,M,168,NA,NA,16.41,NA,12.6643,660.42,0.4892,52.4741,627.4533,0.3543,50.9787,643.3633,0.3627,35.8012,610.01,0.4007,S540854 CZ,49.0692,14.7112
S540889,czech rep,Czech Rep.,2013,F,NA,NA,NA,NA,NA,20.4484,661.18,0.485,62.6127,643.05,0.3268,55.5359,643.7433,0.3365,46.5004,643.3633,0.3665,S540889 CZ,49.0692,14.7112
S540890,czech rep,Czech Rep.,2013,F,NA,NA,NA,NA,NA,15.5054,667.75,0.4815,57.4862,661.18,0.3348,59.962,660.42,0.3212,42.36,636.175,0.3838,S540890 CZ,49.0692,14.7112
S540894,czech rep,Czech Rep.,2013,F,NA,NA,NA,NA,NA,9.0964,678.4433,0.5868,42.4516,618.4,0.3769,35.9876,603.7167,0.3776,29.8112,633.7167,0.4145,S540894 CZ,49.0692,14.7112
S540915,czech rep,Czech Rep.,2013,M,123,NA,NA,16.85,NA,10.7759,664.4867,0.5464,33.5589,632.1133,0.3959,30.8396,593.8133,0.3876,27.5859,619.4467,0.4572,S540915 CZ,49.0692,14.7112
S540946,czech rep,Czech Rep.,2013,F,NA,NA,NA,NA,NA,11.7191,688.01,0.5253,59.7266,611.17,0.347,48.3799,634.79,0.3466,42.1102,635.11,0.3695,S540946 CZ,49.0692,14.7112
S540960,czech rep,Czech Rep.,2013,M,117,NA,NA,16.51,NA,7.6626,687.8,0.5605,42.9913,583.03,0.3561,41.7328,582.7033,0.3707,27.9125,614.0333,0.4347,S540960 CZ,49.0692,14.7112
S540966,czech rep,Czech Rep.,2013,M,133,NA,NA,18.04,NA,18.5714,670.0833,0.4661,53.2727,661.4933,0.3589,49.7337,644.83,0.3676,35.5287,660.8,0.3992,S540966 CZ,49.0692,14.7112
S540977,czech rep,Czech Rep.,2013,F,NA,NA,NA,NA,NA,16.9379,663.7967,0.5035,61.1766,658.7833,0.3352,58.2944,636.83,0.3198,49.615,617.77,0.3561,S540977 CZ,49.0692,14.7112
S541000,czech rep,Czech Rep.,2013,M,131,NA,NA,17.75,NA,17.273,658.1433,0.4619,24.1045,643.0333,0.4597,34.4269,624.4667,0.3959,28.6513,677.48,0.4453,S541000 CZ,49.0692,14.7112
S590536,czech rep,Czech Rep.,2013,F,NA,NA,NA,NA,NA,15.6339,655.4433,0.5171,48.844,579.7467,0.3738,61.7833,583.7533,0.334,24.9306,614.0567,0.4376,S590536 CZ,49.0692,14.7112
S590537,czech rep,Czech Rep.,2013,F,NA,NA,NA,NA,NA,14.0848,693.7767,0.5077,48.4903,632.13,0.343,47.0244,565.0633,0.3522,45.6849,614.4033,0.3695,S590537 CZ,49.0692,14.7112
S590540,czech rep,Czech Rep.,2013,F,NA,NA,NA,NA,NA,9.9882,670.09,0.5513,32.4497,645.14,0.4229,47.7425,627.42,0.3621,23.965,632.4133,0.4841,S590540 CZ,49.0692,14.7112
S590542,czech rep,Czech Rep.,2013,M,133,NA,NA,17.44,NA,8.5953,694.15,0.5414,42.7284,648.0967,0.3575,54.6103,603.8133,0.3563,41.5347,637.7767,0.3899,S590542 CZ,49.0692,14.7112
S590543,czech rep,Czech Rep.,2013,M,151,NA,NA,17.52,NA,12.4774,661.8167,0.5015,52.9575,582.0867,0.3532,51.4133,651.76,0.3341,48.3048,608.7467,0.3492,S590543 CZ,49.0692,14.7112
S590544,czech rep,Czech Rep.,2013,F,NA,NA,NA,NA,NA,7.8823,685.4467,0.5338,26.8792,624.7833,0.418,35.5312,622.43,0.3652,17.9138,663.4833,0.4794,S590544 CZ,49.0692,14.7112
S590545,czech rep,Czech Rep.,2013,M,117,NA,NA,17.39,NA,11.9421,655.1133,0.5183,40.4235,602.7767,0.401,38.5142,651.12,0.35,27.0965,640.42,0.4343,S590545 CZ,49.0692,14.7112
S590547,czech rep,Czech Rep.,2013,F,NA,NA,NA,NA,NA,7.1001,681.7667,0.5509,45.1282,592.1,0.3865,38.3331,565.05,0.3858,30.7818,640.1667,0.4239,S590547 CZ,49.0692,14.7112
S590551,czech rep,Czech Rep.,2013,M,134,NA,NA,17.07,NA,9.8466,693.4033,0.5342,41.9278,595.1167,0.3925,35.7308,604.595,0.4132,18.445,646.8067,0.5115,S590551 CZ,49.0692,14.7112
S590553,czech rep,Czech Rep.,2013,F,NA,NA,NA,NA,NA,16.7045,665.3833,0.4961,50.0289,644.1233,0.3648,83.8869,661.18,0.3068,32.756100000000004,653.76,0.3704,S590553 CZ,49.0692,14.7112
S590558,czech rep,Czech Rep.,2013,M,143,NA,NA,19.46,NA,18.1222,662.49,0.4091,57.4013,610.06,0.3439,49.42,589.8367,0.3219,23.0553,650.1033,0.5018,S590558 CZ,49.0692,14.7112
S590560,czech rep,Czech Rep.,2013,M,115,NA,NA,16.07,NA,10.1855,647.4333,0.5447,33.0328,611.17,0.4229,30.3824,611.17,0.4316,27.2501,654.7467,0.4683,S590560 CZ,49.0692,14.7112
S590561,czech rep,Czech Rep.,2013,M,NA,NA,NA,17.32,NA,12.1817,687.8,0.5335,53.4172,641.77,0.3549,42.4005,588.0867,0.3664,36.4213,649.1233,0.4097,S590561 CZ,49.0692,14.7112
S590562,czech rep,Czech Rep.,2013,F,NA,NA,NA,NA,NA,12.7674,653.1333,0.4813,39.5593,636.77,0.3705,39.0017,631.7833,0.3546,30.4883,650.3767,0.4106,S590562 CZ,49.0692,14.7112
S590564,czech rep,Czech Rep.,2013,F,NA,NA,NA,NA,NA,22.1143,673.72,0.4251,68.9724,603.08,0.3292,64.2892,586.0233,0.3336,31.4532,650.0233,0.4229,S590564 CZ,49.0692,14.7112
S590568,czech rep,Czech Rep.,2013,M,NA,NA,NA,18.1,NA,10.7169,687.8,0.5359,38.9282,611.7667,0.3935,46.0504,565.7767,0.3534,31.7745,654.1067,0.4186,S590568 CZ,49.0692,14.7112
S590571,czech rep,Czech Rep.,2013,M,142,NA,NA,17.79,NA,8.584,687.8,0.5625,41.9895,624.8133,0.3836,42.6168,604.7533,0.3611,29.5516,613.4067,0.4417,S590571 CZ,49.0692,14.7112
S590578,czech rep,Czech Rep.,2013,M,163,NA,NA,17.14,NA,8.3515,688.01,0.5496,40.6894,683.7133,0.3516,58.4255,658.73,0.3465,34.3124,628.08,0.4384,S590578 CZ,49.0692,14.7112
S590584,czech rep,Czech Rep.,2013,M,141,NA,NA,16.5,NA,15.2106,670.3933,0.4788,43.4651,627.4533,0.37,42.6429,643.3633,0.3486,33.8615,643.3633,0.398,S590584 CZ,49.0692,14.7112
S590585,czech rep,Czech Rep.,2013,M,NA,NA,NA,19.03,NA,9.9256,686.0167,0.5296,52.8155,632.0767,0.3565,54.2292,627.84,0.354,26.0582,660.42,0.4335,S590585 CZ,49.0692,14.7112
S590599,czech rep,Czech Rep.,2013,F,NA,NA,NA,NA,NA,12.422,685.3967,0.5576,50.0515,643.3633,0.3158,50.3386,618.7867,0.3322,42.6797,611.1033,0.3865,S590599 CZ,49.0692,14.7112
S590659,czech rep,Czech Rep.,2013,F,NA,NA,NA,NA,NA,20.8777,646.6933,0.4633,75.6333,627.0667,0.3052,86.6169,630.7233,0.2922,46.2111,626.6867,0.341,S590659 CZ,49.0692,14.7112
S590664,czech rep,Czech Rep.,2013,F,NA,NA,NA,NA,NA,12.9809,688.01,0.5228,30.2796,627.46,0.4281,27.1582,660.04,0.3807,21.8891,660.42,0.4764,S590664 CZ,49.0692,14.7112
S590683,czech rep,Czech Rep.,2013,M,131,NA,NA,16.25,NA,10.573,681.1133,0.5217,27.3765,644.0833,0.4464,30.0027,635.4467,0.4316,26.8825,624.1567,0.4423,S590683 CZ,49.0692,14.7112
S590696,czech rep,Czech Rep.,2013,M,NA,NA,NA,NA,NA,6.947,694.15,0.5706,45.4278,607.4167,0.3802,39.1389,600.11,0.3774,28.0937,620.4533,0.4216,S590696 CZ,49.0692,14.7112
S590698,czech rep,Czech Rep.,2013,F,NA,NA,NA,NA,NA,17.0505,620.0533,0.4792,44.7348,643.04,0.3496,62.1806,602.7133,0.3174,36.8744,607.1033,0.3434,S590698 CZ,49.0692,14.7112
S644607,czech rep,Czech Rep.,2013,M,143,NA,NA,16.75,NA,15.8923,678.1067,0.4789,48.5125,632.0967,0.3547,48.9525,605.06,0.3611,29.5341,632.45,0.4057,S644607 CZ,49.0692,14.7112
S644610,czech rep,Czech Rep.,2013,M,NA,NA,NA,16.33,NA,11.2278,688.01,0.5015,29.0259,644.13,0.3833,40.4421,660.04,0.3666,24.1289,660.8,0.451,S644610 CZ,49.0692,14.7112
S644611,czech rep,Czech Rep.,2013,M,112,NA,NA,17.5,NA,10.7912,681.45,0.5586,33.4649,598.1367,0.397,33.6967,621.75,0.4265,20.8514,665.1,0.5034,S644611 CZ,49.0692,14.7112
S644627,czech rep,Czech Rep.,2013,M,140,NA,NA,17.81,NA,16.2337,669.8267,0.4808,30.6542,633.0833,0.4189,50.9569,586.0233,0.3624,19.6391,645.8233,0.493,S644627 CZ,49.0692,14.7112
S644648,czech rep,Czech Rep.,2013,M,NA,NA,NA,17.75,NA,12.7545,684.7933,0.4998,53.4313,597.7533,0.349,43.5804,632.1633,0.362,41.9814,601.09,0.3798,S644648 CZ,49.0692,14.7112
S644660,czech rep,Czech Rep.,2013,M,NA,NA,NA,17.02,NA,14.9294,672.07,0.5183,56.4039,556.15,0.3531,46.9626,649.8267,0.373,30.4596,646.4467,0.43120000000000003,S644660 CZ,49.0692,14.7112
S644662,czech rep,Czech Rep.,2013,M,154,NA,NA,16.77,NA,7.7492,693.7767,0.571,63.635,623.7267,0.3355,49.1419,668.3833,0.3342,43.3651,610.0733,0.3842,S644662 CZ,49.0692,14.7112
S644664,czech rep,Czech Rep.,2013,M,160,NA,NA,18.69,NA,5.3219,679.4033,0.5504,57.7836,652.1267,0.3413,59.1798,613.4133,0.3288,38.0754,600.8067,0.4102,S644664 CZ,49.0692,14.7112
S644683,czech rep,Czech Rep.,2013,F,NA,NA,NA,NA,NA,23.038,589.1,0.4746,57.8797,637.7667,0.3459,47.985,632.7667,0.3306,36.0746,613.0967,0.3954,S644683 CZ,49.0692,14.7112
S644687,czech rep,Czech Rep.,2013,M,162,NA,NA,17.57,NA,10.8803,686.08,0.5458,51.3362,622.5067,0.3563,42.0512,673.4533,0.3454,18.7951,649.07,0.4877,S644687 CZ,49.0692,14.7112
S644715,czech rep,Czech Rep.,2013,M,141,NA,NA,17.64,NA,12.9053,650.6933,0.4964,37.6322,631.75,0.3912,36.2877,598.0167,0.3827,24.5336,643.3633,0.4441,S644715 CZ,49.0692,14.7112
S644729,czech rep,Czech Rep.,2013,M,164,NA,NA,17.34,NA,7.8084,659.7267,0.5265,50.3159,627.0733,0.3521,53.6953,610.01,0.3445,28.1581,626.6867,0.4453,S644729 CZ,49.0692,14.7112
S644766,czech rep,Czech Rep.,2013,M,148,NA,NA,17.34,NA,7.0125,687.8,0.5766,32.7563,610.44,0.3965,45.8547,642.0933,0.3539,32.4254,663.8233,0.4015,S644766 CZ,49.0692,14.7112
S644808,czech rep,Czech Rep.,2013,M,160,NA,NA,16.45,NA,12.1859,678.0967,0.5513,72.8371,629.1033,0.3223,70.8786,658.41,0.3165,50.2287,611.81,0.3528,S644808 CZ,49.0692,14.7112
S644877,czech rep,Czech Rep.,2013,M,NA,NA,NA,17.87,NA,16.8483,675.42,0.4385,42.9029,632.77,0.347,42.9292,658.41,0.3941,32.1677,609.8133,0.3634,S644877 CZ,49.0692,14.7112
S644883,czech rep,Czech Rep.,2013,M,150,NA,NA,17.34,NA,13.5977,632.0867,0.4931,43.0491,616.0433,0.365,50.4185,613.4133,0.3384,29.3245,631.0567,0.4164,S644883 CZ,49.0692,14.7112
S645103,czech rep,Czech Rep.,2013,F,NA,NA,NA,NA,NA,18.8786,629.13,0.4822,39.0457,627.0733,0.3981,54.2463,610.01,0.3411,30.5289,610.01,0.4147,S645103 CZ,49.0692,14.7112
S645112,czech rep,Czech Rep.,2013,M,NA,NA,NA,17.24,NA,21.1343,641.7767,0.4523,58.7758,620.4,0.3291,42.8395,625.0833,0.3418,30.4158,620.4133,0.4128,S645112 CZ,49.0692,14.7112
S645150,czech rep,Czech Rep.,2013,M,NA,NA,NA,18.13,NA,15.8543,681.45,0.4536,47.0253,611.49,0.3762,57.5454,658.41,0.3388,38.2924,610.4533,0.3754,S645150 CZ,49.0692,14.7112
S645192,czech rep,Czech Rep.,2013,M,173,NA,NA,18.13,NA,12.5326,694.15,0.5674,32.757,666.7233,0.3826,44.2608,608.4133,0.3548,31.2988,632.7333,0.4238,S645192 CZ,49.0692,14.7112
S645193,czech rep,Czech Rep.,2013,M,NA,NA,NA,17.82,NA,18.606,660.7367,0.4936,36.7715,636.1,0.4088,44.3479,647.8067,0.3502,22.9976,641.77,0.4437,S645193 CZ,49.0692,14.7112
S645205,czech rep,Czech Rep.,2013,M,144,NA,NA,18.96,NA,11.1783,694.15,0.5396,56.8013,561.07,0.3521,47.979,642.3867,0.362,28.2134,670.7567,0.421,S645205 CZ,49.0692,14.7112
S645221,czech rep,Czech Rep.,2013,M,NA,NA,NA,18.52,NA,16.4105,677.79,0.4825,36.131100000000004,657.02,0.4126,39.7388,584.0733,0.4147,31.7274,650.7533,0.4181,S645221 CZ,49.0692,14.7112
S645282,czech rep,Czech Rep.,2013,M,115,NA,NA,15.86,NA,13.3867,683.02,0.5085,40.7013,641.39,0.3877,54.3239,646.6933,0.3488,39.667,618.3933,0.3839,S645282 CZ,49.0692,14.7112
S645284,czech rep,Czech Rep.,2013,M,164,NA,NA,17.18,NA,11.1495,650.04,0.5084,41.2013,632.08,0.3775,41.5797,630.7433,0.338,17.245,652.0767,0.5144,S645284 CZ,49.0692,14.7112
S645286,czech rep,Czech Rep.,2013,M,161,NA,NA,17.09,NA,12.5076,664.78,0.4795,65.1756,624.4733,0.3268,59.1492,670.43,0.3335,36.8438,635.1167,0.3676,S645286 CZ,49.0692,14.7112
