"","date","location","gps","lat","long","sex","band","rwl.mean","rts.mean","lts.mean","tail.mean","tarsus.mean","bill.length.mean","bill.depth.mean","bill.width.mean","b.total.bright","b.avg.bright","b.hue","b.chrom","r.total.bright","r.avg.bright","r.hue","r.chrom","t.total.bright","t.avg.bright","t.hue","t.chrom","v.total.bright","v.avg.bright","v.hue","v.chrom","primary1","primary2","primary3","primary4","primary5","primary6","primary7","primary8","primary9","weight","mate.id"
"66","4/26/16","Marrakech","peehill",31.72004,-7.740094,"f","1966",120.8333333,84.33333333,83.66666667,84,11,6,2.883333333,5.033333333,142919.0337,71.56686713,564.4866667,0.319718683,133135.152,66.66757737,564.1566667,0.323600391,36129.73677,18.09200639,653.1033333,0.456609393,102477.5047,51.31572592,596.4566667,0.321910404,93.5,93,86,80,74,68.5,62,56,51,19.22,"1965"
"67","4/26/16","Marrakech","houdini",31.720309,-7.74049,"f","1967",122.3333333,85,83,84,10.43333333,5.433333333,2.816666667,4.316666667,89267.603,44.70085278,588.4633333,0.374396939,96048.015,48.09615173,603.7833333,0.372408643,29840.42333,14.94262561,691.4066667,0.515476559,84462.54667,42.29471541,623.8233333,0.387946334,96,93.5,88,80,75.5,70,64,58,51,18.5,NA
"68","4/26/16","Marrakech","passive.net",31.71569,-7.71709,"m","1968",120.5,92,88,90,10.36666667,5.3,2.966666667,4.833333333,108570.281,54.36669054,576.4333333,0.364978157,124036.8807,62.11160774,588.7133333,0.335517406,33092.37847,16.5710458,686.7433333,0.466459041,88978.94633,44.55630763,626.1266667,0.382444814,93.5,92,86,80.5,75,69,64,57,50.5,18.44,"1969"
"69","4/26/16","Marrakech","passive.net",31.71569,-7.71709,"f","1969",121.6666667,87,86.16666667,86.58333334,10.6,5.966666667,3,5.1,116603.807,58.38948773,560.7833333,0.341146792,92710.17067,46.42472242,562.1433333,0.368555,26860.91297,13.45063243,687.04,0.519178791,65651.74533,32.87518544,575.78,0.430188407,95,93,86.5,80.5,75,69,63.5,57,50.5,21.84,"1968"
"70","4/26/16","Marrakech","speedy",31.715703,-7.716858,"f","1970",120,88,85.66666667,86.83333334,10.03333333,5.966666667,2.833333333,5.166666667,64648.336,32.37272709,660.02,0.360493196,79106.75467,39.61279653,660.02,0.363107344,23769.77127,11.90273974,660.02,0.472826713,63614.50667,31.85503589,660.02,0.382722221,94,93,86,80,74,68,64,59,51,20.92,"1971"
"71","4/26/16","Marrakech","speedy",31.715703,-7.716858,"m","1971",119.1666667,NA,99,99,10.46666667,6.15,2.883333333,5.266666667,80013.57767,40.06688917,598.8433333,0.372470894,72855.302,36.48237456,612.7733333,0.382852016,17215.1159,8.620488683,681.39,0.473024291,56272.03267,28.17828376,633.8133333,0.423282005,93,90,85.5,80,74,68.5,62,56,50,18.5,"1970"
"72","4/27/16","Marrakech","wednesday",31.798149,-7.806362,"f","1972",122,85,83,84,10.23333333,5.7,2.766666667,5.1,86224.427,43.17697897,661.16,0.35249253,88398.49167,44.2656443,661.16,0.358212075,26903.20237,13.4718089,668.11,0.498531733,71273.68633,35.69037873,668.11,0.39381319,95,93,87,83.5,74,68,62,56,51,21.12,"1973"
"73","4/27/16","Marrakech","thursday",31.798149,-7.806362,"m","1973",119.6666667,96.33333333,95.66666667,96,10.35,5.95,3.033333333,4.983333333,110631.3773,55.39878685,575.4633333,0.355480191,104162.4773,52.15947788,607.8066667,0.355006534,21915.1072,10.97401462,676.8033333,0.510173701,80908.85567,40.51520063,554.1666667,0.386220943,93,93,86.5,81,75,68,63,56,50,16.25,"1972"
"74","4/27/16","Marrakech","Weds.2",31.798149,-7.806362,"f","1974",121.1666667,84,82.5,83.25,9.816666667,4.916666667,3.183333333,4.816666667,97607.64067,48.87713604,626.7933333,0.356285975,112362.0323,56.26541429,660.02,0.337517008,38691.84623,19.3749856,660.02,0.433565524,83843.64133,41.98479786,643.4066667,0.370665602,95,92,86,80,72,66.5,61,56,49.5,21.12,NA
"75","4/27/16","Marrakech","Weds.3",31.798149,-7.806362,"f","1975",122.1666667,88,88,88,10.5,6.033333333,2.866666667,5.433333333,123475.852,61.83067201,609.7933333,0.321008238,82833.62,41.47902854,626.48,0.332951314,26893.2016,13.466801,674.06,0.461216555,89308.50067,44.72133233,626.7933333,0.376347201,96,94,89,82,78,72.5,67.5,60,52,21.73,"1976"
"76","4/27/16","Marrakech","Weds.3",31.798149,-7.806362,"m ","1976",119.6666667,105,102,103.5,9.966666667,5.316666667,2.833333333,4.866666667,84265.6,42.19609414,622.4766667,0.33548208,114515.8907,57.34396128,598.4466667,0.343557751,17808.51753,8.917635219,681.08,0.498535886,56175.86933,28.13012986,681.08,0.423422714,93,93,88,83,77,71,65,58,51,17.54,"1975"
"77","4/27/16","Marrakech","Lamb",31.789931,-7.798867,"f","1977",124.5,86.5,86.5,86.5,10.46666667,5.75,3.333333333,5.233333333,101613.3793,50.88301419,660.4,0.346317901,102163.5197,51.15849758,660.02,0.341038023,27338.196,13.68963245,660.4,0.461974182,84837.94067,42.48269437,643.7866667,0.389647934,97,96,89.5,83,77,73,66,60.5,53,20,NA
"78","4/27/16","Marrakech","Lamb",31.789931,-7.798867,"m","1978",122,88,87,87.5,9.933333333,6.25,2.866666667,4.766666667,141109.1107,70.66054615,572.82,0.319421376,126179.8257,63.18468987,576.5133333,0.334338107,28721.8848,14.38251617,611.1433333,0.471504463,100017.6647,50.08395827,592.5033333,0.326866024,96,93.5,88.5,82,76.5,70,65,58,52,19.4,NA
"79","4/27/16","Marrakech","Lamb",31.789931,-7.798867,"m","1979",120,95.5,93.33333333,94.41666667,9.666666667,5.683333333,2.866666667,4.266666667,131476.0943,65.83680237,693.02,0.321090596,124363.8143,62.27532015,661.42,0.340624443,24159.4799,12.09788678,685.4333333,0.481742444,102661.081,51.40765198,693.02,0.351669429,94,91.5,87,80,74,68,62,56,49,16.36,NA
"80","4/27/16","Marrakech","Lamb",31.789931,-7.798867,"m","1980",122.1666667,NA,96.83333333,96.83333333,10.36666667,5.633333333,2.966666667,4.833333333,83382.244,41.75375263,626.7933333,0.32963826,96840.984,48.49323185,644.81,0.345839168,50230.103,25.15278067,671.47,0.441514513,64511.38833,32.30415039,654.7966667,0.435169853,95,93.5,88,81,75.5,69.5,64,56,52,16.92,NA
"81","4/27/16","Marrakech","Lamb",31.789931,-7.798867,"f","1981",117,82,80.66666667,81.33333334,10.4,5.266666667,2.85,4.133333333,135781.7693,67.99287398,631.7433333,0.315974829,92839.07367,46.48927074,643.4066667,0.351180596,20553.3318,10.29210406,660.02,0.487744219,75087.011,37.59990536,650.4266667,0.426346465,91,90.5,85,78,72,66,61,55,48,18.62,NA
"82","4/27/16","Marrakech","sheelas.hungry",31.789931,-7.798867,"f","1982",122.3333333,89.83333333,88,88.91666667,10.93333333,6,2.7,4.666666667,136146.4127,68.17546954,671.47,0.316576266,115904.63,58.03937406,671.47,0.348395524,40066.88927,20.06353994,661.16,0.500703708,62782.36133,31.43833817,644.4866667,0.457003356,95,93,86.5,81,75,70,63.5,58,51,20.42,NA
"83","4/28/16","Beni.Mellal","woo",32.327646,-6.502997,"f","1983",122.5,88.16666667,88,88.08333334,10.8,5.233333333,3,4.55,72675.53467,36.39235587,660.78,0.364781118,94103.558,47.12246269,661.16,0.367319022,30743.3271,15.39475568,661.16,0.485700121,65876.11367,32.98753814,661.16,0.412094032,97,96,89,82,74.5,69,62,56,49.5,21.38,NA
"84","4/28/16","Beni.Mellal","woo",32.327646,-6.502997,"m","1984",127.1666667,108.5,107.3333333,107.9166667,10.3,5.733333333,2.916666667,5,94457.485,47.29969204,611.14,0.364360099,81981.043,41.05209965,610.4333333,0.372872168,17522.93667,8.774630279,674.3666667,0.449382181,51464.375,25.77084377,599.1566667,0.463637121,100,98,93,85,80,73,68,61,53,19.35,NA
"85","4/28/16","Beni.Mellal","woo",32.327646,-6.502997,"m","1985",124,104.3333333,105.5,104.9166667,10.5,6.166666667,2.8,5.033333333,88777.67767,44.45552212,633.1133333,0.331389823,106809.3527,53.48490369,555.8066667,0.342172237,25272.4982,12.65523195,669.7533333,0.531491162,69666.781,34.88571908,673.4333333,0.403062893,98,96.5,92,85,79,72,66,62,55,17.34,NA
"86","4/28/16","Beni.Mellal","woo",32.327646,-6.502997,"m","1986",123.1666667,98,102,100,10.5,6.2,2.85,4.983333333,123808.033,61.99701202,626.02,0.319847294,103491.7613,51.82361609,659.7066667,0.333384782,35044.02797,17.54833649,660.02,0.468073095,107529.5893,53.84556301,625.7066667,0.329387458,96,93,89,81,75,69,63,57,51,18.14,NA
"87","4/28/16","Beni.Mellal","woo",32.327646,-6.502997,"f","1987",121,87,84,85.5,10.83333333,5.7,2.9,4.9,112025.592,56.09694141,660.02,0.336751432,112565.834,56.3674682,667.04,0.339263571,35496.3986,17.77486159,660.4,0.455235977,78244.38433,39.18096361,643.02,0.397012812,96,94.5,89,83,78,72,65,59,52,17.87,NA
"88","4/28/16","Beni.Mellal","woo",32.327646,-6.502997,"f","1988",119,85.5,85.5,85.5,10.83333333,6.383333333,3,5.366666667,97798.11,48.97251377,554.7533333,0.336771721,90350.63967,45.24318461,627.7433333,0.3473255,32027.42217,16.03776773,669.3833333,0.502845754,57141.57573,28.61370843,645.4366667,0.457662778,93,93,85.5,79,73,67,62,55,50,17.47,NA
"89","4/28/16","Beni.Mellal","woo",32.327646,-6.502997,"f","1989",123.1666667,82.66666667,81.66666667,82.16666667,11.73333333,6.066666667,3,5,94845.816,47.49414922,625.7066667,0.371591714,87534.556,43.83302754,598.3966667,0.37251783,28529.70137,14.2862801,678.7866667,0.489236008,64256.06133,32.17629511,609.02,0.409521488,97,95,90,83,76,70,64,58.5,52,18.03,NA
"90","4/28/16","Beni.Mellal","woo",32.327646,-6.502997,"m","1990",124.6666667,103,102,102.5,10.58333333,5.733333333,3.166666667,4.933333333,70487.523,35.29670656,609.4066667,0.379003085,98862.51333,49.50551494,579.8133333,0.366175352,22306.4518,11.16998087,679.4133333,0.455028805,40326.495,20.19353781,610.18,0.465915321,96,94,88,81,76,70.5,64,57,51,17.06,NA
"91","4/28/16","Beni.Mellal","woo",32.327646,-6.502997,"f","1991",121.8333333,89.16666667,87.33333333,88.25,10.56666667,5.9,2.933333333,5.05,88733.52567,44.43341295,553.18,0.371289487,104434.6353,52.29576131,553.5066667,0.356024572,51668.717,25.87316825,623.8066667,0.429674511,72819.27233,36.46433267,553.18,0.387892463,96,92,86,81,75,69,65,60,53,20.44,NA
"92","4/28/16","Beni.Mellal","woo",32.327646,-6.502997,"m","1992",124.6666667,NA,112,112,10.86666667,5.5,2.716666667,4.95,90918.41133,45.52749691,661.4733333,0.36268522,90368.63967,45.25219813,628.7733333,0.39329426,22820.7948,11.42753871,679.1,0.486411069,74802.78667,37.4575797,644.43,0.395445864,99,96,89,82,76,70,63.5,57,51,16.46,NA
"93","4/28/16","Beni.Mellal","woo",32.327646,-6.502997,"f","1993",118.6666667,85.66666667,85,85.33333334,10.46666667,6.116666667,2.95,4.95,104816.6333,52.48704724,628.46,0.34870342,93478.74967,46.80958922,644.4866667,0.357419455,24880.73813,12.45905765,684.3766667,0.503857268,74152.37433,37.13188499,628.1366667,0.379009438,92.5,92,87,80.5,74,69,64,56.5,49,17.03,NA
"94","4/28/16","Beni.Mellal","woo",32.327646,-6.502997,"m","1994",124,102,102.5,102.25,10.5,6.1,2.833333333,4.766666667,87689.26833,43.91049992,610.18,0.354918299,115634.6557,57.90418411,618.5,0.332358832,29324.94813,14.68450082,652.74,0.463913673,70326.65633,35.2161524,610.18,0.388050196,98,95,89,82,76,70,65,58.5,52,18.04,NA
"95","4/28/16","Beni.Mellal","woo",32.327646,-6.502997,"f","1995",96.66666667,100.3333333,99,99.66666665,11.26666667,6.216666667,2.9,5.116666667,101931.656,51.04239159,614.7133333,0.360499799,88898.443,44.51599549,624.1,0.373901601,33683.79307,16.86719733,663.71,0.4897859,93578.23133,46.85940477,661.16,0.374664619,100,98,92,85,79.5,73,68,61,54.5,18.23,NA
"96","4/28/16","Beni.Mellal","woo2",32.327646,-6.502997,"m","1996",125,114,109.1666667,111.5833334,10.8,6.416666667,3.05,4.883333333,112377.8867,56.27335336,657.06,0.308003073,122496.4573,61.34023903,623.7333333,0.330221286,44174.43233,22.12039676,652.09,0.375774537,80354.91667,40.23781506,637.0833333,0.348894853,96,95,88.5,83,77,71,65,59.5,53,19.41,NA
"97","4/28/16","Beni.Mellal","woo2",32.327646,-6.502997,"f","1997",125.8333333,92,89.66666667,90.83333334,10.1,6.133333333,2.9,5.2,134486.306,67.34416925,599.8166667,0.318293486,146368.6143,73.29424854,559.79,0.31308629,25626.60027,12.83254896,676.7366667,0.485503906,110563.283,55.36468853,575.78,0.330881968,99,98,91,84,78,71,65,60,54,17.7,NA
"98","4/28/16","Beni.Mellal","woo2",32.327646,-6.502997,"f","1998",120.8333333,81.66666667,NA,81.66666667,10.3,5.816666667,3.25,4.783333333,102470.68,51.31230846,644.81,0.381789507,91182.544,45.65976164,661.16,0.35166023,30565.27727,15.30559703,644.4866667,0.48555043,71509.29967,35.80836238,661.16,0.38425459,95,92,86,79.5,75,67.5,61,56,49,17.69,NA
"99","4/28/16","Beni.Mellal","woo2",32.327646,-6.502997,"m","1999",128,115,110,112.5,10.13333333,5.933333333,2.766666667,5,128678.1517,64.43572943,657.4466667,0.313148555,108292.392,54.22753731,587.1166667,0.336732165,30258.71667,15.15208646,633.8133333,0.47587417,53967.47633,27.02427458,626.7933333,0.3812601,102,98,91.5,83,78,71,65,58,51,17.8,NA
"100","4/28/16","Beni.Mellal","woo2",32.327646,-6.502997,"f","2000",122.5,86.5,83.83333333,85.16666667,11.16666667,6.033333333,3.133333333,4.966666667,91328.28533,45.73274178,643.4066667,0.335884574,92266.607,46.20260741,660.02,0.343401611,24734.76183,12.38595986,660.02,0.482166524,76918.83933,38.51719546,643.4066667,0.383482801,95,95,90,84,77,71,66,60,52,22.46,NA
"101","4/28/16","Beni.Mellal","woo2",32.327646,-6.502997,"m","2001",121,99.66666667,99,99.33333334,10.53333333,5.933333333,3.2,4.783333333,107323.723,53.74247521,610.5,0.358727021,102670.366,51.41230145,610.82,0.340360373,20718.53817,10.37483133,679.1233333,0.517925444,71088.45033,35.5976216,627.1133333,0.416531282,95,93,86,79.5,74.5,68,61,56,50,19.96,NA
"102","4/28/16","Beni.Mellal","woo2",32.327646,-6.502997,"f","2002",118.3333333,78.33333333,79.5,78.91666667,10.93333333,5.7,3,4.6,110724.0403,55.44518795,643.7866667,0.310182877,97476.35867,48.81139643,610.7433333,0.335278725,28895.14323,14.46927553,662.42,0.484726965,63483.34573,31.7893569,589.7433333,0.383023675,93,94,88,80.5,78,72,63,60,53,19.4,NA
"103","4/28/16","Beni.Mellal","perfume",32.325608,-6.499404,"m","2003",120.5,101,102.1666667,101.5833334,10.35,5.8,2.9,4.833333333,98386.99833,49.26740027,610.18,0.323577349,106871.6887,53.51611851,610.18,0.335365029,28097.18697,14.06969803,667.04,0.452752796,90420.36267,45.27809848,610.18,0.35743156,94,93.5,86,79,73,66.5,60,54,49,17.35,NA
"104","4/29/16","Beni.Mellal","cow",32.339574,-6.569236,"m","1881",123.6666667,104,102.8333333,103.4166667,10.93333333,5.8,3.066666667,5.1,96426.12,48.28548823,643.02,0.36319805,104136.46,52.14644967,659.7066667,0.335146317,19985.336,10.00767952,667.04,0.460241859,63783.40133,31.93961008,643.02,0.399779167,97,96,89,82,76,70,65,57,51,18.26,"1982"
"105","4/29/16","Beni.Mellal","cow",32.339574,-6.569236,"f","1882",121,90,NA,90,10.76666667,5.833333333,2.933333333,4.766666667,79070.004,39.59439359,621.76,0.376085705,87055.58767,43.59318361,609.7933333,0.375236794,29101.40187,14.57255977,667.73,0.484379867,72716.77767,36.41300835,660.02,0.378476182,95,94,88,80,74,68,63,56,50,20.41,NA
"106","4/29/16","Beni.Mellal","cow",32.339574,-6.569236,"m","1883",125,102,102,102,10.9,6.133333333,3.133333333,5.266666667,84884.67767,42.50609798,607.4666667,0.383734999,103641.4443,51.89857002,621.4266667,0.360192804,18417.6785,9.22267326,659.7,0.527128864,72837.48867,36.47345452,611.4633333,0.395932546,98,95,89,82,77,70.5,65,59,52,17.64,NA
"107","4/29/16","Beni.Mellal","photoshoot",32.338386,-6.57008,"f","1884",125.6666667,96,93,94.5,10.96666667,6.066666667,2.7,5.016666667,123201.0103,61.69304473,595.03,0.319525285,132701.592,66.45047171,629.4333333,0.313273142,34725.19713,17.38868159,674.37,0.490255989,102266.9777,51.21030429,643.0933333,0.316966232,99,97,91,85,79,72.5,66.5,60,53,17.21,"1885"
"108","4/29/16","Beni.Mellal","photoshoot",32.338386,-6.57008,"m","1885",124.5,102,101.6666667,101.8333334,10.46666667,6.1,2.9,4.9,123201.0103,61.69304473,595.03,0.319525285,132701.592,66.45047171,629.4333333,0.313273142,34725.19713,17.38868159,674.37,0.490255989,102266.9777,51.21030429,643.0933333,0.316966232,98,96,90,83,76,69,63.5,57,50,17.7,"1884"
"109","5/3/16","Souk.Larbaa","soprano.",34.688489,-6.00082,"m","1516",122.5,103,102,102.5,10.16666667,5.766666667,2.933333333,4.9,109660.157,54.91244717,626.0933333,0.325625343,124346.0803,62.26643983,622.4066667,0.33722661,32536.96763,16.2929232,655.0766667,0.480278572,66682.214,33.39119379,632.0466667,0.391886044,96,95,87,80,75,69,63,56,50,1961,NA
"110","5/3/16","Souk.Larbaa","soprano.",34.688489,-6.00082,"f","1517",122.5,89.66666667,88,88.83333334,10.7,5.866666667,2.833333333,4.566666667,132246.828,66.22274812,634.4366667,0.327627192,111955.6397,56.0619127,575.5166667,0.348502351,28303.36447,14.17294165,661.0933333,0.463135523,72495.07667,36.30199132,667.42,0.368342743,96,94,87,80.5,75,68.5,63,57,51,19.62,NA
"111","5/3/16","Souk.Larbaa","soprano.",34.688489,-6.00082,"m","1518",125.8333333,101,101,101,11.26666667,6.166666667,2.85,4.966666667,77128.59067,38.62222868,603.4666667,0.365148975,93074.906,46.60736405,660.4,0.358768149,18362.31733,9.194951093,660.02,0.481336803,50569.40567,25.32268686,643.4066667,0.4402045,100,98,92.5,85,77,72,66,59.5,52,19.8,NA
"112","5/3/16","Souk.Larbaa","soprano.",34.688489,-6.00082,"m","1519",121,98.16666667,101,99.58333334,10.83333333,5.633333333,2.966666667,4.566666667,63012.64933,31.55365515,661.4733333,0.401420937,50304.71067,25.19014054,644.4866667,0.429149679,18790.96903,9.409598915,670.79,0.476194916,60334.49567,30.21256668,661.16,0.390172782,94.5,95,90,82,77,71,65,57,50,19.1,NA
"113","5/3/16","Souk.Larbaa","soprano.",34.688489,-6.00082,"f","1520",125.5,89,88.83333333,88.91666667,11.36666667,5.633333333,2.8,4.833333333,94494.96133,47.31845835,626.02,0.323709453,101604.587,50.87861142,610.18,0.343007801,25619.49793,12.82899246,667.04,0.465261742,93247.16567,46.69362327,610.18,0.346234487,97,95,88,82,76.5,70,64,58,52,18.66,NA
"114","5/3/16",".Souk.Larbaa","chaos",34.680928,-5.9968,"m","1886",119.1666667,NA,NA,NA,10.83333333,5.8,2.866666667,4.733333333,111577.6277,55.87262277,643.4066667,0.348288747,113380.099,56.77521232,603.0766667,0.3434324,17346.37277,8.686215707,684.73,0.516923263,44137.3396,22.10182253,660.4,0.444437654,94,93,86.5,79,74,68,62,56,49.5,18.72,"1887"
"115","5/3/16","Souk.Larbaa","chaos",34.680928,-5.9968,"f","1887",121.6666667,90,86.5,88.25,10.76666667,6.216666667,2.966666667,4.966666667,168911.9427,84.5828456,658.0766667,0.287335513,82888.399,41.50645919,626.7933333,0.373982667,26525.9131,13.28288087,660.02,0.466650762,97217.59067,48.68181806,610.4866667,0.354473986,97,97,90,84,78,71.5,65,59,52,16.71,"1886"
"116","5/3/16","Souk.Larbaa","den",34.695904,-6.027404,"f","1888",117.6666667,81.33333333,79.5,80.41666667,10.53333333,5.366666667,3.15,4.983333333,111687.3097,55.92754615,578.4633333,0.351802912,137202.963,68.70453831,661.4733333,0.319788694,38522.28133,19.29007578,661.4733333,0.478384791,109475.573,54.82001652,632.7733333,0.331639663,91,89,82.5,76,71.5,66,61,56,51,17.83,NA
"117","5/3/16","Souk.Larbaa","den",34.695904,-6.027404,"f","1889",123.3333333,84.66666667,86.33333333,85.5,10.45,5.4,3.1,5.2,98274.97417,49.21130404,622.7266667,0.328176668,126661.218,63.42574762,586.4566667,0.321951542,28280.97383,14.16172951,669.1166667,0.511505678,88134.958,44.13367952,610.5,0.355225222,96,96,90,82,75.5,71,64,57,50,21.18,NA
"118","5/3/16","Souk.Larbaa","den",34.695904,-6.027404,"m","1890",125.1666667,107.6666667,104.6666667,106.1666667,10.2,5.866666667,3.033333333,4.9,105698.147,52.9284662,627.4333333,0.330611288,114572.0993,57.37210783,611.14,0.353498808,21199.57633,10.61571173,659.7066667,0.480790989,89628.291,44.8814677,635.58,0.321655837,99,95,87,80.5,74,68,61.5,55,50,18.5,NA
"119","5/3/16","Souk.Larbaa","den",34.695904,-6.027404,"m","1891",129.1666667,110.6666667,109.8333333,110.25,10.43333333,5.966666667,3.133333333,5.15,71831.42475,35.96966688,647.56,0.337052187,69549.13433,34.82680738,660.02,0.356696119,20996.28713,10.51391444,669.7166667,0.484028758,46994.79813,23.53269811,643.4066667,0.428628615,103,99,92,85.5,79,73,67,59.5,51.5,18.49,NA
"120","5/3/16","Souk.Larbaa","den",34.695904,-6.027404,"m","1892",120,96,91.83333333,93.91666667,10.35,5.866666667,2.95,5.166666667,123318.44,61.75184777,650.35,0.338441712,98252.923,49.20026189,674.06,0.349517051,22372.3104,11.20295964,660.4,0.494686597,85198.482,42.66323585,633.7366667,0.402741594,93,92,87,81,75,68,64,58,51,18.07,NA
"121","5/3/16","Souk.Larbaa","woodshop",34.676011,-5.996214,"m","1893",124.1666667,105.1666667,105,105.0833334,11.33333333,6.533333333,3.083333333,4.966666667,93608.06533,46.87434418,642.3933333,0.315792512,104951.302,52.55448272,642.7066667,0.33218806,18683.90747,9.355987715,681.08,0.482231953,65569.92267,32.83421265,609.7933333,0.413175361,97,95,88,82,75.5,71,65,58,51,18.93,NA
"122","5/3/16","Souk.Larbaa","woodshop",34.676011,-5.996214,"m","1894",122.3333333,109.1666667,109.3333333,109.25,10.36666667,5.9,3.183333333,4.8,101258.5997,50.70535787,600.1466667,0.37028948,116101.849,58.1381317,610.18,0.33987018,25297.4659,12.66773455,650.4266667,0.484648474,77106.576,38.61120481,603.4666667,0.395349851,97,95,89.5,83,78,70.5,65,58.5,52,1892,NA
"123","5/3/16","Souk.Larbaa","hallway",34.6814,-6.017361,"m","1895",126.5,113.6666667,109,111.3333334,10.46666667,5.916666667,2.733333333,5.166666667,87261.412,43.69625038,597.0266667,0.368310463,117306.4157,58.74131981,584.38,0.328289017,20965.73453,10.49861519,634.4533333,0.498033589,48360.772,24.21671107,666.1,0.46969736,100,98,93.5,85,78.5,73,67,61,54,17.85,"1896"
"124","5/3/16","Souk.Larbaa","hallway",34.6814,-6.017361,"f","1896",122,86.33333333,84.66666667,85.5,10,5.633333333,2.85,4.933333333,149305.6433,74.76496912,626.7933333,0.310177489,137330.076,68.76819029,660.4,0.307607022,28106.13057,14.07417655,660.02,0.493709354,118869.677,59.52412469,627.4933333,0.328110809,95,93,88,81.5,75.5,70,65,59,51,19.66,"1895"
"125","5/3/16","Souk.Larbaa","tires",34.681519,-6.016716,"m","1897",118,94.66666667,NA,94.66666667,10.86666667,5.9,3.033333333,5.1,129261.6023,64.72789301,660.78,0.307700889,103232.1797,51.69363028,661.16,0.342271131,36589.11727,18.3220417,660.4,0.495752898,76409.632,38.26220931,644.4866667,0.422703336,93,91,86,80,75,68,62,56,49,18.33,"1898"
"126","5/3/16","Souk.Larbaa","tires",34.681519,-6.016716,"f","1898",119.8333333,90.33333333,90,90.16666667,10.3,5.25,2.8,4.8,152866.87,76.54825739,645.4033333,0.297973548,156191.0037,78.21282106,660.4,0.304579088,46936.60233,23.5035565,643.7866667,0.451824225,100200.628,50.17557737,627.4933333,0.359338579,93,90,84,78.5,74,68,62.5,57,50.5,21.24,"1897"
"127","5/3/16","Souk.Larbaa","soprano.",34.688489,-6.00082,"m","1899",121.1666667,93,92,92.5,10.9,6.033333333,3,4.966666667,94077.395,47.10936154,643.7266667,0.321194641,111916.5957,56.04236138,667.73,0.321455388,34317.17033,17.18436171,610.1133333,0.429358713,62170.22933,31.13181239,610.18,0.411301641,95,92,87.5,82,75,69,63,56,50,18.51,"1900"
"128","5/3/16","Souk.Larbaa","soprano.",34.688489,-6.00082,"f","1900",125.5,86,84,85,11.46666667,5.766666667,2.916666667,4.833333333,97578.12733,48.8623572,661.4733333,0.327904493,115285.5163,57.72935219,661.16,0.342088536,23934.48233,11.985219,689.79,0.509941428,82677.30233,41.4007523,671.1,0.349492201,99,95,89,82,76,70,64,56,50.5,19.03,"1899"
"129","5/4/16","Moulay","cloudy",34.812596,-6.301191,"f","1521",123,NA,NA,NA,10.9,5.966666667,2.616666667,5.133333333,72588.14767,36.34859673,610.18,0.380047665,83264.67167,41.69487815,626.48,0.36130276,36084.90863,18.06955865,643.7266667,0.460416602,43995.5305,22.03081147,659.3933333,0.475739762,97,93.5,87,80,75,70,65,59,52,18.18,"1522"
"130","5/4/16","Moulay","cloudy",34.812596,-6.301191,"m","1522",123,95,94,94.5,10.4,6.033333333,3.1,5.033333333,83146.38467,41.6356458,614.5766667,0.394775559,119127.2217,59.65309047,643.4066667,0.326603184,17504.128,8.765211818,674.06,0.492539327,43995.5305,22.03081147,659.3933333,0.475739762,96,95.5,90,83,76.5,71,65,59,53,18.63,"1521"
"131","5/4/16","Moulay","cloudy",34.812596,-6.301191,"f","1523",118.6666667,82.5,75.83333333,79.16666667,10.73333333,5.75,3.05,4.833333333,106146.317,53.15288783,661.16,0.341801974,99650.105,49.89990235,660.02,0.331750188,23307.04073,11.67102691,660.78,0.510712612,73570.285,36.8404031,661.11,0.369927893,93,91,85,79,73,67,61,56,50,17.29,"1524"
"132","5/4/16","Moulay","cloudy",34.812596,-6.301191,"m","1524",122,102.3333333,102.6666667,102.5,10.73333333,5.933333333,3.133333333,4.933333333,87965.46233,44.04880437,631.43,0.384110182,83807.29233,41.96659606,615.3666667,0.379210711,23263.78097,11.64936453,658.7266667,0.515059353,46885.34247,23.47788807,627.0866667,0.483283799,95,94,87,82,74.5,69,64,58,52,17.81,"1523"
"133","5/4/16","Moulay","bonus",34.811697,-6.302428,"m","1525",123.5,103.6666667,100.5,102.0833334,10.46666667,5.3,3.283333333,5.233333333,53332.90513,26.70651234,609.02,0.357607312,82450.33467,41.28709798,626.48,0.390796886,13800.12183,6.910426557,681.76,0.55436593,73848.96433,36.97995209,644.1,0.409200944,98,95,90,84,78,72,66,60,51,17.61,"1526"
"134","5/4/16","Moulay","bonus",34.811697,-6.302428,"f","1526",125,87.5,94.16666667,90.83333334,11.23333333,5.8,3.083333333,5.466666667,115595.7253,57.8846897,650.4266667,0.322869456,102915.487,51.53504607,626.02,0.342956306,30366.0033,15.20581037,626.7933333,0.464245722,54659.49667,27.37080454,626.4066667,0.426369808,98,95,90,83,78,71,67,60,52,20.4,"1525"
"135","5/4/16","Moulay","bonus",34.811697,-6.302428,"m","1527",123,98,95.66666667,96.83333334,10.5,5.683333333,3,4.866666667,74183.86533,37.14765415,660.78,0.360395496,112277.2593,56.22296411,661.16,0.324135927,30955.6846,15.50109394,660.78,0.455175266,62121.543,31.10743265,661.16,0.438390203,98,96,90,84,78,71,65,57,52,17.53,NA
